"CostElementList_CostElement","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_Continuing_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-07dc99995f7ad9dc25cf3f0335d23daf034a0d38-2-8a35a4bede96b3e1bf18057ae7df720506b5872f","","","0.2","0.213","0.213","","","","","","","","","Study & Analysis","07dc99995f7ad9dc25cf3f0335d23daf034a0d38-2-3320863737cbbc527cbe3a7fc6e937fa979231a6","07dc99995f7ad9dc25cf3f0335d23daf034a0d38","root.record.ItemExhibitList.P5Item","07dc99995f7ad9dc25cf3f0335d23daf034a0d38-4-a21ced491b3b2a27b2aff8c196fe11eea90f22f2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-086bb70708ffa6a6012418ea4bb4c2666003b7d2-0-e1a247f4b0bdfb1b1b7d431f4659ee998a770d9c","14.997","3.692","3.342","3.804","3.804","","","","","","","","","","086bb70708ffa6a6012418ea4bb4c2666003b7d2-0-6e863693501b7df62714e13f66d16c263c3f9266","086bb70708ffa6a6012418ea4bb4c2666003b7d2","root.record.ItemExhibitList.P5Item","086bb70708ffa6a6012418ea4bb4c2666003b7d2-0-cbc4adfcdf860748aacf7d2a9ac6554689576295"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-093acf038559e24184a8c8ac7cc477f3c62c43af-0-6a2ce2573d23e4373f0536edde15006227b47501","802.393","","0.25","","","","0","802.643","","","","","","Support End Item","093acf038559e24184a8c8ac7cc477f3c62c43af-0-d0988a1d02fd1ea512e34f1ec7a438269986ac24","093acf038559e24184a8c8ac7cc477f3c62c43af","root.record.ItemExhibitList.P5Item","093acf038559e24184a8c8ac7cc477f3c62c43af-0-babfbe218448ff30e355271eda87e7c6d7b2c3fe"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-ab30cd2b554562a1a5c282c361b8eeb89c8c04ab","","0.722","0.485","0.077","0.077","","","","","","","","","Staging and Transportation","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-94ebb6e431b04967d24457705837e6b170a2c9df","0b89057bc4c074ca43d800323dbfe9fbbffd59f3","root.record.ItemExhibitList.P5Item","0b89057bc4c074ca43d800323dbfe9fbbffd59f3-0-e66a2aab2773fc213365444985a439e12a0553a0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0c303713906fb08c29285b8efb9bfdc10f041a82-0-dbebbcac3a0bdef9841dfe6291de3a17bbbdbc42","931.043","18.711","65.874","38.52","147.187","108.667","0","1358.763","57.137","59.246","60.245","19.32","","Support End Item","0c303713906fb08c29285b8efb9bfdc10f041a82-0-579d97efbf1b988109d7617f405a24261ccd6b9b","0c303713906fb08c29285b8efb9bfdc10f041a82","root.record.ItemExhibitList.P5Item","0c303713906fb08c29285b8efb9bfdc10f041a82-0-4dd90aa2b6d0700967657dae5ead8a77930354b4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0c9c39a029d1aef8067fd70604b5ab193280a35a-0-93dd407af82499d60032072fb35a936bc7b771f1","127.208","","","","","","0","127.208","","","","","","WGS SV1 SV5","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-1de513d2328d7c6a4b209b09af67e936a0f3e911","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-daf529daad976ae3aae64218fb0f0c2c6c517c7a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0c9c39a029d1aef8067fd70604b5ab193280a35a-0-ab40fc04f241b5ff390a1e70c1b94102f725385a","55.401","5.55","0","0","0","","0","60.951","0","0","","","","WGS B2FO","0c9c39a029d1aef8067fd70604b5ab193280a35a-0-8976c5c0149fa73893dfb37232dc7aa9a0d945d5","0c9c39a029d1aef8067fd70604b5ab193280a35a","root.record.ItemExhibitList.P5Item","0c9c39a029d1aef8067fd70604b5ab193280a35a-1-7f519268af7d58251db540207d76ce37ef9d7322"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0d4377f9ab964d53dc0d9413bc4abff231d61463-0-849da0153fe42ba1b751a7e67f2fdcc4e96c2f82","120.378","22.158","","","","","0","142.536","","","","","","","0d4377f9ab964d53dc0d9413bc4abff231d61463-0-f5ba77e2b84b38e4f662d4a8d9983b7f355f2f05","0d4377f9ab964d53dc0d9413bc4abff231d61463","root.record.ItemExhibitList.P5Item","0d4377f9ab964d53dc0d9413bc4abff231d61463-0-9c09bae81eed83be0af2a779183f71511d0beb45"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0d4377f9ab964d53dc0d9413bc4abff231d61463-0-cf76962a4073e03d51e6f5f0fa4d6caec8608612","","","","14.249","14.249","","","","6.883","12.837","23.692","24.321","true","","0d4377f9ab964d53dc0d9413bc4abff231d61463-0-f0a54e9859b001110f30dfc62f475644c7c7d969","0d4377f9ab964d53dc0d9413bc4abff231d61463","root.record.ItemExhibitList.P5Item","0d4377f9ab964d53dc0d9413bc4abff231d61463-1-8a4ade959a865e872db6f03aa57fff16eb48fe3c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-d41d370a16f8081ab7dc5ce22fff1f8c5415896c","0","0.758","0.668","0.553","0.553","0","","","","","","","","(SE800) Integrated Logistics","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-2ed6decfc74efad3362256397cd6cc3eaed6bf5f","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-058d3a6802918c055d9db6d074907243b20207ae"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-233fbd692a3d5a6042abb8dab8db471a93648b98","0","0.685","0.587","0.668","0.668","0","","","","","","","","(SE830) Production Engineering","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-fcb1037ae4e6ab966eb934bc905f3d6c74211f37","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-058d3a6802918c055d9db6d074907243b20207ae"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-770796b46a58c426a3000571d5bcaf3a018ae7af","0","0.427","0.624","0.578","0.578","0","","","","","","","","SH800 ILS","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-53f1092e57de96cf98439a0f6123046e5260a988","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-3b3c65df410c7ec0b9c1edbbbf755147d0563ebb"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-b3130f8a46c2b55ea7267fe37090eab76bd87f1b","0","1.201","0.62","0.532","0.532","0","","","","","","","","SH830 Production Engineering","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-6e7ec4c90cc608d617e109847878ba6d20037ec6","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-3b3c65df410c7ec0b9c1edbbbf755147d0563ebb"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-58d2b99a3e6e9972134981d34d4bea67df22d798","0","1.336","1.576","1.497","1.497","0","","","","","","","","SJ800 - Integrated Logistics","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-0-c39312afbc44b3884c0d5e195371ef43890380e0","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-b6f685a076bde1b6018d658770ecc4dce220d375"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-0a9222a5fa556456b3964af6cc18d98864a2bd1a","0","3.552","3.898","3.61","3.61","0","","","","","","","","SJ830 - Production Engineering","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-1-f9db1cd771b03fe577997f4819f44fc76fc82880","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-b6f685a076bde1b6018d658770ecc4dce220d375"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-ae74b12228eea8aec701e86abb0153de9cc8ebc7","0","0","0.502","0.692","0.692","0","","","","","","","","SJ900 - Installation -NonFMP","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-a6f75e81a2eb1eeddb119b2914538d59fadb6fa7","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-b6f685a076bde1b6018d658770ecc4dce220d375"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0f3b5b23d44d4ecc35d109c2c574b63a84c12160-3-d11171c822d77fd3cae1939c3a7ef124136d0632","0","0.846","4.425","4.25","4.25","0","","","","","","","","SJ910 - Installation -FMP","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-3-5a0f0dd84882a107d18186b9eca742dc2d1b1fd8","0f3b5b23d44d4ecc35d109c2c574b63a84c12160","root.record.ItemExhibitList.P5Item","0f3b5b23d44d4ecc35d109c2c574b63a84c12160-2-b6f685a076bde1b6018d658770ecc4dce220d375"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-6d6c67246a3abc4d400a71eca6ddac03117385e8","","","3.73","7.82","7.82","","7.46","21.864","2.854","0","0","","","Support End Item","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-9072c92f94a269fc172449e0c53800613a0f5fd4","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a","root.record.ItemExhibitList.P5Item","0faaa1254233ac6b3d5a2b5618cb6c33a8b2ab7a-0-96cf15b03ac59ff840aa40353ba917550baf7bbc"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-12de57fd9a6eb7a80b56604cff8f942215f69508-0-9d9c64cfe2c8454193ba55b471e8e4801bc29f2a","","","","6.337","6.337","","194.656","480.323","60.498","66.525","73.376","78.931","","UH-1N Replacement","12de57fd9a6eb7a80b56604cff8f942215f69508-0-10cc0f042fa5ae435d82d84955a2740d24fbd480","12de57fd9a6eb7a80b56604cff8f942215f69508","root.record.ItemExhibitList.P5Item","12de57fd9a6eb7a80b56604cff8f942215f69508-0-0a378f6a7c0fff5df1e1d90ba25ca1f167061c5d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-142bd1241ab2685930fd07bb86ddd375e8b67364-0-98c9b290ddc59768f679f7b146bff1fae742604f","14.003","6.674","10.469","","","","","","","","","","","Other Program","142bd1241ab2685930fd07bb86ddd375e8b67364-0-d8227e8d34674ea7f87ee904d79cb470f454703d","142bd1241ab2685930fd07bb86ddd375e8b67364","root.record.ItemExhibitList.P5Item","142bd1241ab2685930fd07bb86ddd375e8b67364-0-a9327aa73bcca40ab21558241c11a259d007090a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-765c2720ac1c11586a643d57167ef9daf7fe10f0","0","0","0","0.098","0.098","0","","","","","","","","MISCELLANEOUS SUPPORT","150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-30ffe59be374f2abb86044317f17657271909568","150b4f25b0de5e8ba90055e48c7c81e6966697b9","root.record.ItemExhibitList.P5Item","150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-c0d092b7711c85fe73bbd498cc3607d01acaa8be"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-5623deb56bfecbc64d174ebb9162ee855b2406cc","0","0","0","2.886","2.886","0","","","","","","","","Other","150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-fa477ee954b4cecae4ac917bbca1e77ac7fe24a1","150b4f25b0de5e8ba90055e48c7c81e6966697b9","root.record.ItemExhibitList.P5Item","150b4f25b0de5e8ba90055e48c7c81e6966697b9-1-0fb4a26f52798da853706dc6c7553ce9f10596f9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-853032974647802bd220c21d7e6809633b3817ce","0","0","0","1.197","1.197","0","","","","","","","","Other","150b4f25b0de5e8ba90055e48c7c81e6966697b9-0-831481d5b22bc005691ff044cd21f82a638a69c2","150b4f25b0de5e8ba90055e48c7c81e6966697b9","root.record.ItemExhibitList.P5Item","150b4f25b0de5e8ba90055e48c7c81e6966697b9-2-3c3ddc9ebbacab1d316bab01cb6b043e786d792f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-151f3e8c9343ab21d80e1e779935f80045b5a18e-0-82a466614f34e84332daaf2e904da270471ba58e","41.721","1.421","1.242","0","0","0","","","","","","","","Other","151f3e8c9343ab21d80e1e779935f80045b5a18e-0-f391e3dd728067ef76fb5cd21d1850bc6c6c3629","151f3e8c9343ab21d80e1e779935f80045b5a18e","root.record.ItemExhibitList.P5Item","151f3e8c9343ab21d80e1e779935f80045b5a18e-0-57f3cf619bfd09e78b7724987c03e9d8042852bd"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-156aa9ca7262cd035757fec582470939a1dd8c4f-0-ccc277406c9888602a29bd5d0c509e884e47c357","1.033","","","","","","","","","","","","","SW830: PRODUCTION ENGINEERING","156aa9ca7262cd035757fec582470939a1dd8c4f-0-6ce67925f5bf29b6ea326d78736405203de7c93c","156aa9ca7262cd035757fec582470939a1dd8c4f","root.record.ItemExhibitList.P5Item","156aa9ca7262cd035757fec582470939a1dd8c4f-0-973c86106811538342161b150c462033d99ee61f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-02fc48534bf7db572245c703a0848bb1cb06ed63","15.131","1.023","0.81","1.35","1.35","","","","","","","","","Integrated Logistics","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-7c80f1a258d6517882aa6b2404b3d895224aa6f7","161bcc6da211fe3a723c3cfa50a8f758a56734f9","root.record.ItemExhibitList.P5Item","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-cb20a162b32407d3474c0a43d9cff717deb1bbe8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-161bcc6da211fe3a723c3cfa50a8f758a56734f9-1-0b05a9f5cd19c7e853dfa83bf8a364087a2fbbb6","5.181","0.757","1.304","2.757","2.757","","","","","","","","","Production Support","161bcc6da211fe3a723c3cfa50a8f758a56734f9-1-a4fe40e320cb22c462e00ff3a06ac182d56c09fb","161bcc6da211fe3a723c3cfa50a8f758a56734f9","root.record.ItemExhibitList.P5Item","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-cb20a162b32407d3474c0a43d9cff717deb1bbe8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-161bcc6da211fe3a723c3cfa50a8f758a56734f9-2-af7a76ddaaa5bf1f8ce04b351ea2ed8eb6ff9b00","107.043","10.345","5.091","7.516","7.516","","","","","","","","","Production Engineering","161bcc6da211fe3a723c3cfa50a8f758a56734f9-2-2ba0f9ab0bfef8f36bddfeb81d4f05a5b153f7bd","161bcc6da211fe3a723c3cfa50a8f758a56734f9","root.record.ItemExhibitList.P5Item","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-cb20a162b32407d3474c0a43d9cff717deb1bbe8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-161bcc6da211fe3a723c3cfa50a8f758a56734f9-3-f0c076916b255d7780f92d01e5a3bdb08d3dc411","5.845","0.647","0.807","0.886","0.886","","","","","","","","","Acceptance Testing","161bcc6da211fe3a723c3cfa50a8f758a56734f9-3-13c584cc7ab9c18c1803199c7a8b38a9c5b7b770","161bcc6da211fe3a723c3cfa50a8f758a56734f9","root.record.ItemExhibitList.P5Item","161bcc6da211fe3a723c3cfa50a8f758a56734f9-0-cb20a162b32407d3474c0a43d9cff717deb1bbe8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-18842d738d86d43a5d45013b95ad1d373682b76e","","0","0.009","1.401","1.401","","","","","","","","","Support End Item","1642a4f38774503b0b01f1ee3349d6e52b523873-0-57827bfca563c76bdc00b26f64ce1e2989801077","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P5Item","1642a4f38774503b0b01f1ee3349d6e52b523873-0-db44d8311c87f4537ef65cbdf613ce898e4b1596"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-4cb4912d92ee6038edf9f0e776d42e440dde45fe","","10.128","7.73","4.373","4.373","","","","","","","","","Support End Item","1642a4f38774503b0b01f1ee3349d6e52b523873-0-28cdc007e2b7b586346b3e00a99772769894a0c5","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P5Item","1642a4f38774503b0b01f1ee3349d6e52b523873-2-2c9581f49bc45225f3daef3892f2ef14b113105f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-37fc3dd03e15be76edbbabbbaae8a1b40f59d9e6","1388.433","324.624","96.922","","","","","","","","","","","","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-346753ed1e86500b2466bf5910754ebd3f9a90ec","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa","root.record.ItemExhibitList.P5Item","18e4568b6225cf5817f3b0073e1f99fa78c6f1aa-0-d39dc896fea13018df42abf17123185bc406e207"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-190ddc35f26bc897b70bf5f0bed46c8eaa825c18-0-b2f0bc2f6348da8822efedb4822ea97ea43ec739","33.998","1.455","1.367","0.56","1.01","0.45","","","","","","","","Program Management","190ddc35f26bc897b70bf5f0bed46c8eaa825c18-0-8b7602e0c3cc9d7b32272108855354f2fd7f8229","190ddc35f26bc897b70bf5f0bed46c8eaa825c18","root.record.ItemExhibitList.P5Item","190ddc35f26bc897b70bf5f0bed46c8eaa825c18-0-e9eb1246e78154b5d1fe46c712ed26272f7a819f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-190ddc35f26bc897b70bf5f0bed46c8eaa825c18-1-81f9b981dcddadb177bcfe80e5ee691a5eb62905","202.183","0.805","1.133","0.31","0.61","0.3","","","","","","","","System Engineering","190ddc35f26bc897b70bf5f0bed46c8eaa825c18-1-2526fc4886b975ddc256949dfa2508f4561ea7fe","190ddc35f26bc897b70bf5f0bed46c8eaa825c18","root.record.ItemExhibitList.P5Item","190ddc35f26bc897b70bf5f0bed46c8eaa825c18-0-e9eb1246e78154b5d1fe46c712ed26272f7a819f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-190ddc35f26bc897b70bf5f0bed46c8eaa825c18-2-c97a18ac40a9610d0c8490523cae805c3137c51d","10.374","0.375","0.45","0.095","0.554","0.459","","","","","","","","Training","190ddc35f26bc897b70bf5f0bed46c8eaa825c18-2-16da92cce1a117e27adc99e7c155ba8988c2905c","190ddc35f26bc897b70bf5f0bed46c8eaa825c18","root.record.ItemExhibitList.P5Item","190ddc35f26bc897b70bf5f0bed46c8eaa825c18-0-e9eb1246e78154b5d1fe46c712ed26272f7a819f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-191a1aeed0cabe5a3221704198a7eabf77eca17f-0-be0ef591fb0f0f3d5d4e75d2935bc6ff4b160229","4.461","4.357","","","","","0","8.818","","","","","","Support End Item","191a1aeed0cabe5a3221704198a7eabf77eca17f-0-49d9c82304d86180d56e622e835c9e6754f54701","191a1aeed0cabe5a3221704198a7eabf77eca17f","root.record.ItemExhibitList.P5Item","191a1aeed0cabe5a3221704198a7eabf77eca17f-0-a4f6c07fd98e221ec384e67f9c3d508425876b47"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-86d68fe725ec82a49fdeb19228a38dc4aa7595ff","1626.222","22.761","18.047","19.571","19.571","","","","","","","","","TOTAL PROCUREMENT SUPPORT - MISSILE","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-fe9dacdef8fbabe65e09c371c920c7695abb598e","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-bc119467af824d26617cbb12851d796374a81b49"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-1-dc0473a9ecf5f3970c93291cb7113af0a2b0d00d","552.193","6.615","6.779","6.908","6.908","","","","","","","","","TOTAL FLEET SUPPORT - MISSILE","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-1-ee0d36cb2dc596275f6193f91ee119dee00311bc","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-bc119467af824d26617cbb12851d796374a81b49"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-2-10be0eba2b522ff918f5fe9112baabf63bef04af","313.518","","","","","","","","","","","","","TOTAL SPARES & REPAIR PARTS","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-2-f6b8fcc258159d985c66c74350ee4ab49b0ad2fd","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63","root.record.ItemExhibitList.P5Item","1b637fcb0bc3ce7832b55ae613ec9acbcd6b7d63-0-bc119467af824d26617cbb12851d796374a81b49"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-41bb3706e899366d05ce9d14fb2f31f514612d43","0","0","","","","","0","0","","","","","","SBIRS Mobile System","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-9451596a888b92de6fc477be8091fcf8f287294d","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea","root.record.ItemExhibitList.P5Item","1c63816929dfc727b7833fbe3cf54c67b2a6a3ea-0-352e98e7a071b7a130774e995561680975fa850f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-85bad2f5a3472d2cd7df8a77eb4670200d6036ca","20.385","2.724","2.49","3.572","3.572","0","","","","","","","","F8830 LIGHTWEIGHT PRODUCTION ENGINEERING - IN HOUSE","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-78c38f338801b46db0a8cecc85bbbd72d3a80b90","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-b3b294b0b0f2cea3cfa6b1fb428930d11e4c4f39"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-c33e0ea2e1f14d752eca3f02f85fe2b1455fca6d","0.297","0","0","0","0","0","","","","","","","","F8840 - LIGHTWEIGHT QUALITY ASSURANCE","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-1-f2287c6c21d07a9ed28ae3cb9ac4f4af4e03ac9e","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-b3b294b0b0f2cea3cfa6b1fb428930d11e4c4f39"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-ecd6edfba9a723d57148cbd102171841573fd650","4.562","0.215","0.27","0.26","0.26","0","","","","","","","","F8860 - LIGHTWEIGHT ACCEPTANCE TEST AND EVALUATION","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-2cf4303aff49cd4939a439da2bfa9f5278107e7d","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-b3b294b0b0f2cea3cfa6b1fb428930d11e4c4f39"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-3-71d9e2c705e7914cf91588933bb6c7828e7086f4","1.983","0.3","0.3","0.3","0.3","0","","","","","","","","F8900 - LIGHTWEIGHT PRODUCTION ENGINEERING - CONTRACTOR","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-3-93071cfa03609545fa4871a0596e0e4b56626e46","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-b3b294b0b0f2cea3cfa6b1fb428930d11e4c4f39"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList-1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-fbd851e57db9959a2265eb03c5f2a9dc77367815","2.842","0","0","0","0","0","","","","","","","","F8843 - HEAVYWEIGHT QUALITY ASSURANCE","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-0-eb5c190a3b2e3f59a5120e3c6416c116411c8797","1d392fa18d91afa2d56c2c3041e73c0db581a7c9","root.record.ItemExhibitList.P5Item","1d392fa18d91afa2d56c2c3041e73c0db581a7c9-2-d7efad6c8dc76e25c2897090482c3b2f374232af"
