"Name_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Army Active","113.065","108.282","","","","","","","","","","","","","","","","","b04ddc8065bee207591d328def67982d8ab7eabf-0-e465688bb6d5038bbffad1c35ab42a677c6f8992","b04ddc8065bee207591d328def67982d8ab7eabf","root.record.ItemExhibitList.P3AModificationItemGroup","b04ddc8065bee207591d328def67982d8ab7eabf-0-5753b2393bcb9db993431c69980719d61f8dfbc2"
"Army Active","7.356","5.475","12.456","12.456","","","","","","","","","5","4","2","2","","","b6a0d3237720baad9c923830282651aae689cd4d-0-0be367fcd228a5e3e375853c6916e9bec430c424","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup","b6a0d3237720baad9c923830282651aae689cd4d-0-af059e2b0de88f8e6b228fb0dee532061b0e0afa"
"Army National Guard","","4.614","","","","","","","","","","","","4","","","","","b6a0d3237720baad9c923830282651aae689cd4d-1-9da3a1bbeda56d980a8fe7f34be386f6bf015d4c","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup","b6a0d3237720baad9c923830282651aae689cd4d-0-af059e2b0de88f8e6b228fb0dee532061b0e0afa"
"Army Reserve","","1.983","","","","","","","","","","","","2","","","","","b6a0d3237720baad9c923830282651aae689cd4d-2-cf034b1cb7a30e22d22ccc8a8dfa40f3626e4c51","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup","b6a0d3237720baad9c923830282651aae689cd4d-0-af059e2b0de88f8e6b228fb0dee532061b0e0afa"
"Army Active","29.709","53.541","41.821","41.821","","","","","","","","","","","","","","","b6a0d3237720baad9c923830282651aae689cd4d-0-28d32f898f0dd56d725f4f46f5fb883b9321417e","b6a0d3237720baad9c923830282651aae689cd4d","root.record.ItemExhibitList.P3AModificationItemGroup","b6a0d3237720baad9c923830282651aae689cd4d-1-70539749093a48c2a7954e36776063b1ac9bdb1a"
"Army Active","26.215","90.408","91.781","91.781","","","","","","","","","","","","","","","b725b0435294df54d5a44a9122033c987a40fa28-0-f4c433e2b2cfc69a27cd597ea0fd553c776433b5","b725b0435294df54d5a44a9122033c987a40fa28","root.record.ItemExhibitList.P3AModificationItemGroup","b725b0435294df54d5a44a9122033c987a40fa28-0-13def9ef7b445fc4ecca0843b7da348482004b8a"
"Army National Guard","","31.494","33.599","33.599","","","","","","","","","","","","","","","b725b0435294df54d5a44a9122033c987a40fa28-1-09575f1eaf922a8b5430893d8083644f9ed034d9","b725b0435294df54d5a44a9122033c987a40fa28","root.record.ItemExhibitList.P3AModificationItemGroup","b725b0435294df54d5a44a9122033c987a40fa28-0-13def9ef7b445fc4ecca0843b7da348482004b8a"
"Army Active","60.801","20.522","39.683","39.683","","","","","","","","","","","","","","","bb013aa87c6e217bf1570039586b8113cd06a098-0-b3095ca3428a2d1aa76e733f05f72bffb80c44ba","bb013aa87c6e217bf1570039586b8113cd06a098","root.record.ItemExhibitList.P3AModificationItemGroup","bb013aa87c6e217bf1570039586b8113cd06a098-0-99a4b8417cb099c65f795848920a83396a6f0ca9"
"Air Force Active","51.918","7.469","8.189","8.189","","","","","","","","","","","","","","","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-0-d5b4c3722ec2e65063b0267138816a3c9076a141","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf","root.record.ItemExhibitList.P3AModificationItemGroup","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-0-e2b245ea36808606de16243dac6a74028c16bb6d"
"Air National Guard","","","0.000","0.000","","","","","","","","","","","","","","","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-1-251a0b1c5b49470ce9b0cfe58513347d6f9a38a3","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf","root.record.ItemExhibitList.P3AModificationItemGroup","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-0-e2b245ea36808606de16243dac6a74028c16bb6d"
"Air Force Reserve","0.000","0.000","0.000","0.000","","","","","","","","","","","","","","","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-2-a0ec29513e5e59c13e155328dda2c9b3160f7085","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf","root.record.ItemExhibitList.P3AModificationItemGroup","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-0-e2b245ea36808606de16243dac6a74028c16bb6d"
"Air Force Active","6.275","2.006","6.415","6.415","6.575","7.715","7.862","8.009","","","","","","","","","","","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-0-e6fc30db44eb46b8f9bb7e252faf6d4ad74cb89c","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf","root.record.ItemExhibitList.P3AModificationItemGroup","bf9c1f84cf43b78b975c1ea4a267a8a15daa1fbf-1-8f2d5d9c46d1a5b3aebf04247a918a851b3179eb"
"Army Active","116.722","92.326","101.27","101.27","","","","","","","","","","","","","","","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-0-09107f0b498d06e0f1538c663e8b216eb4f6ebc8","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b","root.record.ItemExhibitList.P3AModificationItemGroup","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-0-342daa80429fe618272f04befc56107864aac0d5"
"Army National Guard","12.49","","11.682","11.682","","","","","","","","","","","","","","","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-1-bdc3ef7422df6c8af30adfca7a7d414b890c7894","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b","root.record.ItemExhibitList.P3AModificationItemGroup","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-0-342daa80429fe618272f04befc56107864aac0d5"
"Army Reserve","1.315","","1.23","1.23","","","","","","","","","","","","","","","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-2-7adc445064f72b9020c8797577f0ca97f33bb8f1","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b","root.record.ItemExhibitList.P3AModificationItemGroup","ca60d9ef77cb2594d0aabfbec7b123cd6cfc3c4b-0-342daa80429fe618272f04befc56107864aac0d5"
"Army Active","81.517","92.779","115.795","115.795","","","","","","","","","","","","","","","cd3b3ce34f0477c33490d56c4962c23335977468-0-2af99c98099f51027d28134ee4aba3c3097244a3","cd3b3ce34f0477c33490d56c4962c23335977468","root.record.ItemExhibitList.P3AModificationItemGroup","cd3b3ce34f0477c33490d56c4962c23335977468-0-ca88e666d20a31fe4c5fbc98ea88a91539b2e0a7"
"Army National Guard","7.298","","","","","","","","","","","","","","","","","","cd3b3ce34f0477c33490d56c4962c23335977468-1-b14423f56acbc3a67a619c5a12264119e84d51d9","cd3b3ce34f0477c33490d56c4962c23335977468","root.record.ItemExhibitList.P3AModificationItemGroup","cd3b3ce34f0477c33490d56c4962c23335977468-0-ca88e666d20a31fe4c5fbc98ea88a91539b2e0a7"
"Air Force Active","8.292","12.701","12.891","12.891","5.23","0.129","","","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-6984c3194e14bf550b2aac6f7949d1a4f05bf5e6","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-a33153ff659255f88c1dd1ebec61f06d014d8a9f"
"Air National Guard","22.418","","","","4.281","4.179","","","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-1-eb9e3c92311fe32754f06d56015370723a6bdbf4","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-a33153ff659255f88c1dd1ebec61f06d014d8a9f"
"Air Force Active","116.277","108.952","92.653","92.653","84.951","87.215","82.396","65.486","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-23030ee6618ac2a7b4d25ec9aaf923346a396ec2","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-1-049ed38bd91d10957758e24e6f72a68a5be22662"
"Air National Guard","11.412","17.171","11.665","11.665","12.534","9.983","8.888","8.213","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-1-40926e46db05a373804f6deebf68c5924576e730","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-1-049ed38bd91d10957758e24e6f72a68a5be22662"
"Air Force Active","9.216","24.246","15.856","15.856","13.826","33.507","34.301","28.872","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-9c9e88df03cd194fb2279ca31de90a3a3e65fb0a","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-2-367d7ebad20bfcbba37dc82a347dbd44ff5a2796"
"Air National Guard","0.931","3.136","1.631","1.631","1.447","2.88","2.604","2.48","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-1-21ce69d0199f25fe25f5b5fbf36063025cdfbab2","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-2-367d7ebad20bfcbba37dc82a347dbd44ff5a2796"
"Air Force Active","55.894","25.01","35.982","35.982","33.439","44.736","8.723","0.264","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-bc18079f6b890c87433df1f7fbdf4dd0c8d77c8e","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-3-93033ccf58727f30b6762039eddd233676529da0"
"Air National Guard","2.26","5.727","","","","2.751","27.485","6.339","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-1-baa9fd8e2bcd0758ca0cb2454a777185f97abfa5","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-3-93033ccf58727f30b6762039eddd233676529da0"
"Air Force Active","30.739","32.601","7.199","7.199","3.564","6.577","6.807","2.973","","","","","","","","","","","d134a540fa3fd220d7cf3d1675eccc495774b4a6-0-73ae348edefb82ec2f434643001032ea4b087883","d134a540fa3fd220d7cf3d1675eccc495774b4a6","root.record.ItemExhibitList.P3AModificationItemGroup","d134a540fa3fd220d7cf3d1675eccc495774b4a6-4-56d5dfc15a5261a990aa1be329170d2825e527b4"
"Army Active","","37.252","1.355","1.355","","","","","","","","","","","","","","","d3d8c896daf4f75a657b37d1ac73bbf674e3a95d-0-1bc1ff5c64cd3aa2c7b5d5c62a95a037a168359b","d3d8c896daf4f75a657b37d1ac73bbf674e3a95d","root.record.ItemExhibitList.P3AModificationItemGroup","d3d8c896daf4f75a657b37d1ac73bbf674e3a95d-0-e3ffffdf8e18c3b345328cfc4af2dacc3e690f5a"
"Army Active","26.921","13.813","10.371","10.371","","","","","","","","","","","","","","","d53d4252d8b8f65d377951453a69be29cb583a81-0-1f6e9a18a2bdd2ecc599c5534f5ff1997aae59bb","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"Army National Guard","13","10.781","8.095","8.095","","","","","","","","","","","","","","","d53d4252d8b8f65d377951453a69be29cb583a81-1-711f3e2e9b8c8045bed6451ee6c565d229ce5fff","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"Army Reserve","","9.097","6.83","6.83","","","","","","","","","","","","","","","d53d4252d8b8f65d377951453a69be29cb583a81-2-e915a6c15a54a512dd137d964a4c9cb3f211349e","d53d4252d8b8f65d377951453a69be29cb583a81","root.record.ItemExhibitList.P3AModificationItemGroup","d53d4252d8b8f65d377951453a69be29cb583a81-0-944d0ea2760e8bb2990f5af64ca45fe09dab497b"
"Army Active","4.289","10.467","131.892","131.892","","","","","","","","","","","3","3","","","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-6bc517327f51006427bfe93d9b16e611becdf9b2","daaea55b51d052005b4e775c05d917cdac9a5f9b","root.record.ItemExhibitList.P3AModificationItemGroup","daaea55b51d052005b4e775c05d917cdac9a5f9b-0-a492bf596d5567fcfd361a5103f596167a0f3630"
"Army Active","31.444","13.487","2.045","2.045","","","","","","","","","","","","","","","e2ee9c9866e7ea54f6685d9594f9a240f735603b-0-954ebafa55765d1def3b66a0b764f919ade49d8b","e2ee9c9866e7ea54f6685d9594f9a240f735603b","root.record.ItemExhibitList.P3AModificationItemGroup","e2ee9c9866e7ea54f6685d9594f9a240f735603b-0-c989703371d3cc61c3ebe6f547246aefffbfd110"
"Army National Guard","20.887","16.478","24.714","24.714","","","","","","","","","","","","","","","e2ee9c9866e7ea54f6685d9594f9a240f735603b-1-6d324579f8569b949d64142747d76f8faeb8841d","e2ee9c9866e7ea54f6685d9594f9a240f735603b","root.record.ItemExhibitList.P3AModificationItemGroup","e2ee9c9866e7ea54f6685d9594f9a240f735603b-0-c989703371d3cc61c3ebe6f547246aefffbfd110"
"Army Active","29.891","15.566","1.806","1.806","","","","","","","","","","","","","","","e458d7ba7442040f0180b44e14a1073867711189-0-d03ed6bc1ef3b3ce3829430a26c09f7efd0bf92d","e458d7ba7442040f0180b44e14a1073867711189","root.record.ItemExhibitList.P3AModificationItemGroup","e458d7ba7442040f0180b44e14a1073867711189-0-04853d6fd42bb2483cf8942207053b8ff6ffb1bd"
"Army National Guard","","12.903","0.169","0.169","","","","","","","","","","","","","","","e458d7ba7442040f0180b44e14a1073867711189-1-a392380b226de5099d88d8189b3efdbe17c8d6e0","e458d7ba7442040f0180b44e14a1073867711189","root.record.ItemExhibitList.P3AModificationItemGroup","e458d7ba7442040f0180b44e14a1073867711189-0-04853d6fd42bb2483cf8942207053b8ff6ffb1bd"
"Army Active","22.306","11.224","44.105","44.105","","","","","","","","","","","","","","","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-0-21f8cd3730ab80831a05084f3d2eb21f497059bc","e8b66b52cdd6646ef4cba7c578186cd7e435e32d","root.record.ItemExhibitList.P3AModificationItemGroup","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-0-f710b704f23393b4570a55d06d478f99747e7d1f"
"Army National Guard","","7.483","28.613","28.613","","","","","","","","","","","","","","","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-1-9d668f1116174b4acc71cbd24db847474c282dba","e8b66b52cdd6646ef4cba7c578186cd7e435e32d","root.record.ItemExhibitList.P3AModificationItemGroup","e8b66b52cdd6646ef4cba7c578186cd7e435e32d-0-f710b704f23393b4570a55d06d478f99747e7d1f"
"Army Active","","","5.611","5.611","","","","","","","","","","","","","","","e92940625e460c2ee0b9e38521809d4a8452ebb3-0-8fc19f4638dbd41252fbd4d66f27de7def467c93","e92940625e460c2ee0b9e38521809d4a8452ebb3","root.record.ItemExhibitList.P3AModificationItemGroup","e92940625e460c2ee0b9e38521809d4a8452ebb3-0-b5893c77e2f7ad879d8d6d0c0352cf5755ed3917"
"Air Force Active","675.472","251.552","77.236","77.236","0.000","0.000","0.000","0.000","","","","","","","","","","","ef0732f3c1dd5717a958db9160b2bcea08ed1ee3-0-04cb5c1b185d35871092093cf126fd6767fcf30a","ef0732f3c1dd5717a958db9160b2bcea08ed1ee3","root.record.ItemExhibitList.P3AModificationItemGroup","ef0732f3c1dd5717a958db9160b2bcea08ed1ee3-0-1e69f835931626260c68da127a4877765fe8ed5a"
"Air Force Reserve","273.46","843.965","254.23","254.23","","","","","","","","","","","","","","","ef0732f3c1dd5717a958db9160b2bcea08ed1ee3-1-39ae9e3e45c3fddbc2179833758c202d3b81b576","ef0732f3c1dd5717a958db9160b2bcea08ed1ee3","root.record.ItemExhibitList.P3AModificationItemGroup","ef0732f3c1dd5717a958db9160b2bcea08ed1ee3-0-1e69f835931626260c68da127a4877765fe8ed5a"
"Air Force Active","0.621","5.45","6.053","6.053","","","","","","","","","","","","","","","f873276ac3796e765ca0a1a688b36aa5414e1180-0-3ee1c7f943255740951bbdb524df9ade7f72e27f","f873276ac3796e765ca0a1a688b36aa5414e1180","root.record.ItemExhibitList.P3AModificationItemGroup","f873276ac3796e765ca0a1a688b36aa5414e1180-0-f5a9faf8ab957eeb26a47aecc2385a22de617535"
"Air Force Active","6.354","0.3","7.6","7.6","","","","","","","","","","","","","","","fba283638089f36cdd3c6afc69cbcba1590c5afb-0-34795e81b0de3df0fced0f55508a6e26cb5670a9","fba283638089f36cdd3c6afc69cbcba1590c5afb","root.record.ItemExhibitList.P3AModificationItemGroup","fba283638089f36cdd3c6afc69cbcba1590c5afb-0-ce2a59942ffa133d2cf07d5f4764618b99b9435f"
"Air Force Active","","0.000","6.165","6.165","","","","","","","","","","","","","","","fba283638089f36cdd3c6afc69cbcba1590c5afb-0-76fa431e723e2756b4570d921e61223d6a92f7bd","fba283638089f36cdd3c6afc69cbcba1590c5afb","root.record.ItemExhibitList.P3AModificationItemGroup","fba283638089f36cdd3c6afc69cbcba1590c5afb-1-653878749b9e75f292c7814c6a2c0061b0fb546a"
"Air National Guard","","","0.000","0.000","","","","","","","","","","","","","","","fba283638089f36cdd3c6afc69cbcba1590c5afb-1-d3a98a792d35e5c0188a79d4ecaae8dc7b2816c8","fba283638089f36cdd3c6afc69cbcba1590c5afb","root.record.ItemExhibitList.P3AModificationItemGroup","fba283638089f36cdd3c6afc69cbcba1590c5afb-1-653878749b9e75f292c7814c6a2c0061b0fb546a"
"Air Force Reserve","","","0.000","0.000","","","","","","","","","","","","","","","fba283638089f36cdd3c6afc69cbcba1590c5afb-2-3020f3ac3b0a759810feca16db422270bfe98faf","fba283638089f36cdd3c6afc69cbcba1590c5afb","root.record.ItemExhibitList.P3AModificationItemGroup","fba283638089f36cdd3c6afc69cbcba1590c5afb-1-653878749b9e75f292c7814c6a2c0061b0fb546a"
"Air Force Active","15.812","24.833","13.64","13.64","","","","","","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-e9a628c309390310ae3201c4e915e90970743447","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-cf65005fa7996c712b507fecd032d4404116c525"
"Air Force Active","","5.547","2.447","2.447","","","","","","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-f5d93338e31a8c3c1e22a0e2dd265add2cdb1c1e","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-1-7177beacb1c4e77c63d7dd2c86fa5ed517cb87bd"
"Air National Guard","","3","2.875","2.875","","","","","","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-1-bdd9a86cf64024f64e0c1407cb46f01626cb11e6","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-1-7177beacb1c4e77c63d7dd2c86fa5ed517cb87bd"
"Air Force Reserve","","1.375","2.125","2.125","","","","","","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-2-7ca6016d6a7a7deeaaf9373885845ba55e5a369e","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-1-7177beacb1c4e77c63d7dd2c86fa5ed517cb87bd"
"Air Force Active","","4.278","7.151","7.151","","","","","","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-fa053a2c306ce0dcd3a028d3e0fc3723a8717a3f","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-2-5a7e3634f0778bdee4106d072ffa713c41956c34"
"Air Force Active","","","","25","","","","","25","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-3decb1806bb596308f742c1d7392a4a0f7ef3108","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-3-a7ede7f3478d68aec34e7925116329681e77c1d0"
"Air Force Active","","","","2.24","","","","","2.24","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-f1ca87f359f5f62d056029d3a38bb312eebed4d1","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-4-58bfd1bb9b17cdc52d7ab4ed3aedf04c61016cb6"
"Air Force Active","","","","20.6","","","","","20.6","","","","","","","","","","02f9169ee1de449fa830b4df8911aa841a24e8b2-0-8abdc45fb63acee6c25147637c34a244ebf3078b","02f9169ee1de449fa830b4df8911aa841a24e8b2","root.record.ItemExhibitList.P3AModificationItemGroup","02f9169ee1de449fa830b4df8911aa841a24e8b2-5-81e2cd340ef1b67b15dfee29949f80b94506175c"
"Air Force Active","30.83","0.742","7.337","25.337","13.338","0.000","0.000","0.000","18","","","","","","","","","","8e1cb1475ad3e6389e65cae9a8dbe709c6f9a5fb-0-d4557cba2b11d933d3f0a07fcdbd8dea2eb4e9cd","8e1cb1475ad3e6389e65cae9a8dbe709c6f9a5fb","root.record.ItemExhibitList.P3AModificationItemGroup","8e1cb1475ad3e6389e65cae9a8dbe709c6f9a5fb-0-0ec44d8451c80681a5f6b1f70524f9b0d984f210"
"Air Force Active","4.574","1.92","21.784","21.784","31.735","16.868","25.816","5.963","","","","","","","","","","","d0c584f31e6951bf8391ccedb31e05542a53255a-0-e1e1489d5ddc5fbc08dfc1a6e962606356ea187d","d0c584f31e6951bf8391ccedb31e05542a53255a","root.record.ItemExhibitList.P3AModificationItemGroup","d0c584f31e6951bf8391ccedb31e05542a53255a-0-3c2eb36d07196626423f3cf1a47c474d26dabbb4"
"Air Force Active","","","","110","","","","","110","","","","","","","","","","d0c584f31e6951bf8391ccedb31e05542a53255a-0-67d4267802d810d738282088d81b416f6cf7dc7b","d0c584f31e6951bf8391ccedb31e05542a53255a","root.record.ItemExhibitList.P3AModificationItemGroup","d0c584f31e6951bf8391ccedb31e05542a53255a-1-efac3903a9bd6e94f885b1002c4f5b1b4c22cb2a"
"Army Active","158.804","373.24","14.731","211.731","","","","","197","","","","","","","","","","f949dfe77adbb9cf8dd7b9090f78027f16e259f5-0-ab00f914cdc29d4b1c90675214c1ed7c5276fc48","f949dfe77adbb9cf8dd7b9090f78027f16e259f5","root.record.ItemExhibitList.P3AModificationItemGroup","f949dfe77adbb9cf8dd7b9090f78027f16e259f5-0-6de524cd0551474ea13d896a8f8c34d3e6f87789"
"Army Active","17.633","7.379","29.817","29.817","40.586","6.786","20.041","27.489","","","","","","","","","","","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-cc29acf4db698e1d6202fad5873423e045647946","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"Army National Guard","10.35","36.926","13.468","13.468","6.393","31.941","21.443","14.995","","","","","","","","","","","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-1-abaf258c6c7480cb7962c4cff4c9ebd67e19ab04","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00","root.record.ItemExhibitList.P3AModificationItemGroup","018fdbfbec50e79f5f5bb7b88928ef4c82d13d00-0-e132f90089845aa9e17d0c8a9559760665313491"
"Army Active","13.487","2.045","","","","","","","","","","","","","","","","","075cb185d2d96dcd5d43cc569f94792b2d4f1890-0-821d0116dc5b60c0a868ed6bf05999ce50e42914","075cb185d2d96dcd5d43cc569f94792b2d4f1890","root.record.ItemExhibitList.P3AModificationItemGroup","075cb185d2d96dcd5d43cc569f94792b2d4f1890-0-f85d4b1e17c0b4cf2737859affe95a3188307063"
"Army National Guard","16.478","24.714","","","","","","","","","","","","","","","","","075cb185d2d96dcd5d43cc569f94792b2d4f1890-1-854dc58d23376bd0d8b81dc01eb98f4f1c77da11","075cb185d2d96dcd5d43cc569f94792b2d4f1890","root.record.ItemExhibitList.P3AModificationItemGroup","075cb185d2d96dcd5d43cc569f94792b2d4f1890-0-f85d4b1e17c0b4cf2737859affe95a3188307063"
"Air Force Active","","","7","7","14.2","46.308","48.8","50.8","","","","","","","","","","","0962354bcb3967a7aa97cee21e1cf27446f8554e-0-0427d77e27f06a11e6da787a4b36af8d4664de89","0962354bcb3967a7aa97cee21e1cf27446f8554e","root.record.ItemExhibitList.P3AModificationItemGroup","0962354bcb3967a7aa97cee21e1cf27446f8554e-0-b6e4948104ac58cb7d74b72e63348745dde5aa96"
"Air Force Active","","","2.851","2.851","5.563","5.269","5.883","7.357","0","","","","","","","","","","0962354bcb3967a7aa97cee21e1cf27446f8554e-0-7361addb3404ce9139a87ee36f4e5331245d67fa","0962354bcb3967a7aa97cee21e1cf27446f8554e","root.record.ItemExhibitList.P3AModificationItemGroup","0962354bcb3967a7aa97cee21e1cf27446f8554e-1-1a4e2c65ab2dd30c02279e91887f254f673ca00c"
"Air National Guard","","","0.349","0.349","0.941","0.897","0.927","1.078","0","","","","","","","","","","0962354bcb3967a7aa97cee21e1cf27446f8554e-1-5bc75f3f979c8d500d98a5725468063f6963cacb","0962354bcb3967a7aa97cee21e1cf27446f8554e","root.record.ItemExhibitList.P3AModificationItemGroup","0962354bcb3967a7aa97cee21e1cf27446f8554e-1-1a4e2c65ab2dd30c02279e91887f254f673ca00c"
"Army Active","","27.625","36.047","36.047","40.457","40.155","33.849","","","","","","","","","","","","0d73b3aa290c33d8e5c0ab4a60104648bd517516-0-61eb696738d02d7f72ab4f8147793c100086105d","0d73b3aa290c33d8e5c0ab4a60104648bd517516","root.record.ItemExhibitList.P3AModificationItemGroup","0d73b3aa290c33d8e5c0ab4a60104648bd517516-0-611daf1e299ca44a0724415e558558d250b53f1f"
"Army National Guard","4.769","17.786","24.032","24.032","26.971","26.77","22.566","","","","","","","","","","","","0d73b3aa290c33d8e5c0ab4a60104648bd517516-1-f36a072cdf6bb7956b374c91159253ea5e3d17c3","0d73b3aa290c33d8e5c0ab4a60104648bd517516","root.record.ItemExhibitList.P3AModificationItemGroup","0d73b3aa290c33d8e5c0ab4a60104648bd517516-0-611daf1e299ca44a0724415e558558d250b53f1f"
