"Name_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_Quantity_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force Active","","3.98","","0.000","","0.000","","0.000","1.661","","","","0.000","","0.000","","0.000","","0.000","","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-51939835e4a7bfc829c9f12b10a877d3a9f70bac","9de970bd63155a8bb67dc6d2bcb69d63844fb920","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-c68a237b3694a8d840fea1bcda734fb0aa9ed81c"
"Air Force Active","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","4.885","","4.66","","2.053","","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-f4451b8f390575eb25ca7ff506206eb7e5c17114","9de970bd63155a8bb67dc6d2bcb69d63844fb920","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","9de970bd63155a8bb67dc6d2bcb69d63844fb920-1-59317710be6eb29933437ad6399991d4b28f1b83"
"Air Force Active","","0.11","","0.803","","1.056","","1.056","4.071","","","","0.189","","0.000","","0.000","","0.000","","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-19f50e6cdcd8bb08e50b4df022e83dcca9bf21c2","9de970bd63155a8bb67dc6d2bcb69d63844fb920","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","9de970bd63155a8bb67dc6d2bcb69d63844fb920-2-b33fcb883118c2adad1987f63cdd71a58b154f71"
"Air Force Active","","0.000","","0.175","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-c5b6646356e608f980c39a30373c28d6dae347e0","9de970bd63155a8bb67dc6d2bcb69d63844fb920","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","9de970bd63155a8bb67dc6d2bcb69d63844fb920-3-f114911b99d8133656f3769066bee3531d8340e7"
"Air Force Active","","0.001","","0.01","","0.01","","0.01","0.005","","","","0.01","","0.01","","0.01","","0.01","","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-9587fb15b64fa3d98f15d5ad4f40a864248a68f1","9de970bd63155a8bb67dc6d2bcb69d63844fb920","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","9de970bd63155a8bb67dc6d2bcb69d63844fb920-4-203d4373cf964900ece6ef637cdf8af77495d6c5"
"Air Force Active","","0.02","","0.65","","0.187","","0.187","3.919","","","","0.308","","0.143","","0.02","","0.02","","9de970bd63155a8bb67dc6d2bcb69d63844fb920-0-a1623391a983e712251a95fb351a2b1b272a36fc","9de970bd63155a8bb67dc6d2bcb69d63844fb920","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","9de970bd63155a8bb67dc6d2bcb69d63844fb920-5-bef31c515d5da6018c641a04f0a20f37953e52b0"
"Air Force Active","","2.944","","2.237","","0.000","","0.000","154.437","","","","0.000","","0.000","","0.000","","0.000","","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-0-5cc4256de49389e4018966dafe1fe852b7614d19","a0eb6503204411293638c6f0c3c3ebda07d5d2a4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-0-94003878617914522885f35b7a8be89cdf942978"
"Air Force Active","","2.1","","2.4","","1.5","","1.5","0.000","","","","1.468","","1.427","","1.374","","0.000","","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-0-10ea6a1ac1e4d1296ce7b97d7d1bce63eacca339","a0eb6503204411293638c6f0c3c3ebda07d5d2a4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-1-3838e3b353233652aa695840622a38a2d39dbc8e"
"Air Force Active","","0.004","","0.005","","0.005","","0.005","0.01","","","","0.005","","0.005","","0.005","","0.005","","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-0-b987426aaa3559b5e7a441a5f3a1170779012973","a0eb6503204411293638c6f0c3c3ebda07d5d2a4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-2-553a80402587b3ce2aa697d55aa1de3cdc83f877"
"Air Force Active","","0.005","","0.005","","0.005","","0.005","0.01","","","","0.006","","0.006","","0.006","","0.006","","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-0-f387ac1f6d8c60e71c1a0fd10f7a0b6a3d7f69bd","a0eb6503204411293638c6f0c3c3ebda07d5d2a4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a0eb6503204411293638c6f0c3c3ebda07d5d2a4-3-39b7e90051dec5c3a08959929fb1a3a42c98ad90"
"Air Force Active","","0.000","","0.000","","1.335","","1.335","43.263","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-2e7b9d0acf948d3837d05c4bfb2cd6ddfccd5c46","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-0-53d71ecefae93b5c2fad15b4293744e13f3e2d7a"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","3.478","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-6ae108cb1bdf33e65804faa9dc10857732012dc7","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-0-53d71ecefae93b5c2fad15b4293744e13f3e2d7a"
"Air Force Active","","154.841","","0.000","","0.000","","0.000","453.346","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-f96a7702c56a8073df6db94967e2dd015d6aab46","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-1-b9e0debce165b2b822579feb1a9abc4aed588c7a"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","212.178","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-671a627851491208d4cf8bf2e661ffd02452f06e","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-1-b9e0debce165b2b822579feb1a9abc4aed588c7a"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","123.639","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-9be23fe0e6a94b417f9e93766b92ae35f5e3e571","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-1-b9e0debce165b2b822579feb1a9abc4aed588c7a"
"Air Force Active","","0.000","","3.471","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-214d2b0c88b0943b67cc3b619e3a8b8ca0a28618","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-2-7b9a28de5acdcb8054c9a6e5517d080ce683a7ae"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-5ad69f413cba85107234463819ead99758d1bd7f","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-2-7b9a28de5acdcb8054c9a6e5517d080ce683a7ae"
"Air Force Reserve","","0.000","","1.929","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-2cd9084914d72279f39ef14b564188ea2e6bb355","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-2-7b9a28de5acdcb8054c9a6e5517d080ce683a7ae"
"Air Force Active","","0.000","","0.35","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-266398ccb627da0ff5e757fe7d97e2ebb9bb591c","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-3-a0363926e48fcc001257b3bf47c89f1f9bf6d5f3"
"Air Force Reserve","","0.000","","5.65","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-c0fde9e55724e952e9546d556d2754a79f32575b","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-3-a0363926e48fcc001257b3bf47c89f1f9bf6d5f3"
"Air Force Active","","1.895","","0.09","","0.000","","0.000","2.95","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-5f1a68e988a3c852847b6f396c53920e4650f807","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-4-373b3c90bc6a0787e317204768bfa47a6c73003c"
"Air Force Active","","0.839","","0.158","","0.000","","0.000","9.011","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-5aa7e65260261d5fca56fd2c5710532df05e0df5","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-5-3ef52eed243c00056fbf6810aa90a781c3c2a6fc"
"Air National Guard","","1.545","","1.72","","0.000","","0.000","5.048","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-00e49a922e832373c7a68b790547968f77ee95e8","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-5-3ef52eed243c00056fbf6810aa90a781c3c2a6fc"
"Air Force Reserve","","1.035","","0.000","","0.000","","0.000","2.705","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-e54f15e89de3184d9b09349b407ab8d45c00036f","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-5-3ef52eed243c00056fbf6810aa90a781c3c2a6fc"
"Air Force Active","","0.000","","0.000","","0.398","","0.398","7.164","","","","0.539","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-5fd3225d5c6f94730dac15b5b5e830faa1eb8515","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-6-55802faae1d23536564f3af229f989f0eadb496b"
"Air National Guard","","0.000","","0.000","","1.059","","1.059","8.662","","","","1.662","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-04d9a24913b6adde9c3f8c1ce69e11e37421f45d","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-6-55802faae1d23536564f3af229f989f0eadb496b"
"Air Force Reserve","","0.000","","0.000","","0.838","","0.838","5.964","","","","1.033","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-a9e0af0d1e467fa625802dbe15023517d588ffe3","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-6-55802faae1d23536564f3af229f989f0eadb496b"
"Air Force Active","","1.786","","0.000","","0.000","","0.000","4.732","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-0f34f6cd8dd5160a878f88110e36cfc67a14d42f","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-7-525e6307f3a3bf841818a6a7b7c2533fa0aaff6d"
"Air National Guard","","5.3","","0.000","","0.000","","0.000","1.593","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-33e3364498c0283d3f71c9fb04810019de91c263","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-7-525e6307f3a3bf841818a6a7b7c2533fa0aaff6d"
"Air Force Reserve","","3.794","","0.000","","0.000","","0.000","1.946","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-273b66c2ef95c7577d95a4517f09c93fa03f867d","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-7-525e6307f3a3bf841818a6a7b7c2533fa0aaff6d"
"Air Force Active","","0.000","","0.000","","0.125","","0.125","27.48","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-e751f1afd7991927b26875b81ede37e10d159a92","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-8-36bdf106d00f233880935b5375a5690be66286c6"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-42816cdc3bec9875fa1cbe08beca1c29edfbedcb","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-8-36bdf106d00f233880935b5375a5690be66286c6"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","3.52","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-dead74ed63f27195c5000d85afe7d72087804b3f","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-8-36bdf106d00f233880935b5375a5690be66286c6"
"Air Force Active","","0.000","","0.000","","1.281","","1.281","8.44","","","","0.287","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-616fde5cbace790d628fb3700d1d60c2566096a4","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-9-93a6d155eed250e51bc77340779ec0871dbb0bc4"
"Air National Guard","","0.000","","0.000","","0.406","","0.406","5.2","","","","0.448","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-eb4b5f26fb0bde1f7c578d5b4c19fae6e74431bb","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-9-93a6d155eed250e51bc77340779ec0871dbb0bc4"
"Air Force Reserve","","0.000","","0.000","","0.294","","0.294","3.36","","","","0.294","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-556a0edbceb2e63f2a942ed0df1f2870150da4c0","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-9-93a6d155eed250e51bc77340779ec0871dbb0bc4"
"Air Force Active","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","21.186","","33.048","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-0f165d3c28dba6601dc58a1b911ac930733863d8","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-10-8f1ffeeba2494c210ca6b717253e8540b6ce2fa3"
"Air National Guard","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","6.056","","16.212","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-b73d399f29302c67fdd8baa6aff80df34d5a5651","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-10-8f1ffeeba2494c210ca6b717253e8540b6ce2fa3"
"Air Force Reserve","","0.000","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","8.875","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-fc01cf628e4cdd3c1190f067cf52de4f13cc07c0","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-10-8f1ffeeba2494c210ca6b717253e8540b6ce2fa3"
"Air Force Active","","4.258","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-a60ac256ad98de1bfa9e983489e23175d3ebdda8","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-11-116cc2639cd0baf7d8abda74ce599b71e54e7ac4"
"Air National Guard","","1.742","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-70062e73a2cad147817d23f7bc3348e9f44389dc","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-11-116cc2639cd0baf7d8abda74ce599b71e54e7ac4"
"Air Force Active","","2.5","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-527f5f9eaa04760cae1f306ae06af5b1530ed93e","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-12-88dd9fed741be31a884c94d728fa1c8507d57acf"
"Air Force Active","","0.000","","0.001","","0.001","","0.001","2.832","","","","0.001","","1.104","","1.656","","1.611","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-334ac2a0f37885be432ccbb62be8db8365166a92","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-13-21e956ce689c8ff3e792069d8e704c6cc273a820"
"Air Force Active","","1.9","","0.000","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-b965f9057cce19d13cd3b085ed746acc982803d6","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-14-dd8b110a4389067a28cfa609ccd1c3a1c4b5c2b5"
"Air Force Active","","0.000","","0.001","","0.001","","0.001","0.703","","","","0.001","","1.787","","1.657","","1.657","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-81ff99114fda7157d329789d9dc6f017ea8caf92","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-15-2e4873a4c7ef925e57bfeb2ce1147d79e685d4d8"
"Air Force Active","","0.000","","0.001","","0.001","","0.001","0.416","","","","0.001","","1.9","","1.6","","1.6","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-fe32e4b0aa1e65ccf5e14eb194610bf7bc86ac8e","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-16-a436a8f4817e79d2af315de603bf5817d5a0a795"
"Air Force Active","","1.562","","1.338","","0.002","","0.002","8.475","","","","1.961","","1.999","","1.999","","1.999","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-cf3d37e63b06d230419e9995eb7211bc98a974c7","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-17-18ba0a7dcce0c663fedaae5b9f470845e04c0e4f"
"Air Force Active","","2.314","","0.000","","0.000","","0.000","11.435","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-7f89c3d8d1290ab4310304c0502b8d9c4b101e21","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-18-e94778024822cb7f24beda773708b7644f80f9f8"
"Air National Guard","","1.364","","0.000","","0.000","","0.000","1.553","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-1-75582a3c30c4b54713bdffd7f80415949b0713db","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-18-e94778024822cb7f24beda773708b7644f80f9f8"
"Air Force Reserve","","0.783","","0.000","","0.000","","0.000","0.892","","","","0.000","","0.000","","0.000","","0.000","","a28e603a31ab3a36341c9e22da942c39ec237c28-2-cd597c5cb1ad132049962b336026d0ee63449247","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item","a28e603a31ab3a36341c9e22da942c39ec237c28-18-e94778024822cb7f24beda773708b7644f80f9f8"
