"Name_val","Name_@footnote","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_Continuing_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_ToComplete_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_ToComplete_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_Continuing_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2.2.1) Installation Equipment N/R - Organic","","","","0.924","21.749","17.514","2.773","0.288","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-6f12a020dd77d200215437a1bd1dac3ad53f68eb","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"2.2.2) JAGM Testing - Organic","","","","4.11","8.521","","","","","","","2.714","1.697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-1-26713750ee3ece87657361a295331a4bc0ae2405","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"2.2.3) HH+ Testing - Organic","","","0.45","","0.45","","","","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-2-a1c83807f8284d0ab1929ea3c2f73d4e802106b5","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"2.2.4) VX-20 Testing - Organic","","","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-3-9568960490f93d2f32912bcd3dcde2de87ed503a","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"2.2.5) 30mm Gun - Organic","","","","6.892","6.892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-4-41816ae75aff52cc000341cd4d3e9dbf1eb2e0d3","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"2.2.6) Weapons @ OWS430 - Organic","","","","4.595","4.595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-5-70f50e00a9e9d2ab34bf71d9a9016a167649621a","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-1867c73a89fa79ff173d67abf018a1b5f03bc3d2"
"2.2.1) NRE/TEST - Government - Organic","Some costs for the Validation Kit and Verification Kit are embedded in NRE for the FY15 A Kits. Government DT test and OT test begin in FY16 and continue through FY17 to support FY18 IOC.","","4.196","","8.413","2.113","","1.391","4.196","0.713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-a0fbb8d2ee2d800889bc20518bb24dbf6d1b0e65","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-a77851a13676c5d5c7a82b01ec4060e82cb7b0e4"
"2.2.2) NRE - Contractor - Organic","Funds Phase 2 and Phase 3 of the software integration contract.","","2.614","","24.966","10.059","5.956","6.337","2.614","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-1-2783a493f1433b215ded99d016995cb59a974fef","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-a77851a13676c5d5c7a82b01ec4060e82cb7b0e4"
"2.2.1) NRE/Test - Government - Organic","","","","","0.529","0.529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-f8b495e19b4ddad9ce9bc639391813bfeb6c73b7","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-25ba64d364a018aee33c9c8e11aaf5f355f58cf0"
"2.2.1) Installation Kit N/R Block Upgrade - Organic","","","0.95","","4.444","","","3.494","0.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-f20c0bef0ab955e509f3dfeb621229ad01efb6db","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-5ad9623f115f37bc08491beff1f79202ec3b8d97"
"2.2.1) KC-130J Observer Seat Testing - Organic","","","0.164","","0.164","","","","0.164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64dc73855915470c6c2b220dd6bb1c067383ce74-0-78eaa0accb36af9246ecb660de8732c95dc747a6","64dc73855915470c6c2b220dd6bb1c067383ce74","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","64dc73855915470c6c2b220dd6bb1c067383ce74-0-ba2ddf051d79f537bd76ec38b518e7b23ae11cdd"
"2.2.1) Installation Equipment N/R - Organic","","","","","0.577","0.577","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68ca1bc504cc73c8da5cef0b35fd6cf068aa1ceb-0-ed3c11d5e414c892c2667488f7d24b662420bb63","68ca1bc504cc73c8da5cef0b35fd6cf068aa1ceb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","68ca1bc504cc73c8da5cef0b35fd6cf068aa1ceb-0-e50afb75b6d3406e9b15cfee4918b82917b44fd0"
"2.2.1) Installation Equipment N/R - Organic","","","","","0.586","0.586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6c24c2061c79717e33c0bbe52d841d5b2b24c911-0-7788d10257774276f57b1aac99f1a915f114a676","6c24c2061c79717e33c0bbe52d841d5b2b24c911","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","6c24c2061c79717e33c0bbe52d841d5b2b24c911-0-66656c9632ae2eac62b22b73eab6225b4cfdc4a2"
"2.2.1) Installation Equipment N/R - Organic","","","","","21.888","21.888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-27b75a1a17d0c4dd60eab1b8c46657f1c554e375","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-a2b98f5db09c72c0b529655224db47f4c9cf59ea"
"2.2.1) Installation Equipment N/R - Organic","FY16 NRE includes the Validation/Verification kits and installations for the VH-3D and VH-60 WBLoS effort. One (1) A-kit and one (1) B-kit per aircraft series is included for a total of two (2) A-kits and two (2) B-kits.  The Val/Ver will occur in 3rd Quarter FY16. FY16 NRE also includes the stand-up costs for the WBLoS contractor installation team.","","","","19.219","14.074","0.2","4.945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-12e45f3a6b94ab946420f3ebfb0d1d4e206098b2","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-bb16b244909491c291692d1b0e6b44a81429a40b"
"2.2.1) Installation Equipment N/R - Organic","","","","","2.253","0.803","1.335","0.115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-3fd6d5547322c691d220a7bd1125197287d9de1c","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-9fffce385d6bd0c78c2486a9e02ab0b6fba7ca90"
"2.2.1) Installation Equipment N/R - Organic","","","2.4","","24.559","17.197","1","3.962","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-f34a3de9289aa7170f41bd4837ff306147a1b7bc","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-56172520c1d49de42ad581cef368b39c1707a5b0"
"2.2.1) Archived Installation Equipment N/R - Organic","","","","","8.175","8.175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-ac6fb7fd1833128d9e286d0fc82bdfcb850f6a18","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-921a7984236cb3c6791b7df5aa94ae14fbd32b40"
"2.2.1) Installation Equipment N/R - Organic","","","","","8.005","7.005","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-75ccc8a24d9e543937c7ef23e6a8dbcf20a9cdaa","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-008d6b2efeb2f28257f5882d95f9e4d5ef12b7da"
"2.1.1) Installation Equipment N/R - Organic","","","","","","","","","","","","2.933","2.983","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769d383d6e52e44d148f699f315ad9199cdd1588-0-41cf75700da1ec882ea5592f0534b8d4c8c3475b","769d383d6e52e44d148f699f315ad9199cdd1588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","769d383d6e52e44d148f699f315ad9199cdd1588-0-a00ae0ddd9a69c5faa6ad6c3c9b9e961ecb06736"
"1.1.1) SA303 688i TECHNOLOGY INSERTION KITS - NonOrganic","Due to BLI 2147 and BLI 2181 merging into BLI 2150, FY16 procurements are reflected in the BLI 2147 exhibit with the associated FY17 installation reflected in this BLI 2150 exhibit.","","","","","","","0","","55.808","48.792","41.475","","true","","","6","","","7","6","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","940fb9b87c78d2b5182f81d82524233958f5d54c-0-5acc018bdf15a8a74a069092feff3d24d58db2a3","940fb9b87c78d2b5182f81d82524233958f5d54c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","940fb9b87c78d2b5182f81d82524233958f5d54c-0-0c57dd9278054bc3cd62fed6e7fbc24696a928a2"
"1.1.1) SSGN TECH INSERTION KITS - NonOrganic","","","","","32.849","","","","","","16.262","16.587","","","","","","","","","2","","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","940fb9b87c78d2b5182f81d82524233958f5d54c-0-1830ab0b500a36afaa84ccd65952c50935aaf8d1","940fb9b87c78d2b5182f81d82524233958f5d54c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","940fb9b87c78d2b5182f81d82524233958f5d54c-0-6030d223bce3f13d398f964ba229e690915b9956"
"1.1.1) SA303 SSBN CONVERSION - NonOrganic","Due to BLI 2147 and BLI 2181 merging into BLI 2150, FY16 procurements are reflected in the BLI 2147 exhibit with the associated FY17 installation reflected in this BLI 2150 exhibit.","","15.815","","","","","0","15.815","16.13","10.969","16.782","5.706","true","","","2","3","3","3","2","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","940fb9b87c78d2b5182f81d82524233958f5d54c-0-e47ecff74ecbaede05467d2b4a96f8491951a206","940fb9b87c78d2b5182f81d82524233958f5d54c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","940fb9b87c78d2b5182f81d82524233958f5d54c-0-fcc65be260afb10c6c0a6f2bd52f017e7b7c139c"
"1.2.1) WM018 AASP (Acoustic Augmentation Support Program) - Organic","","","1.3","","5.25","3.018","0.932","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9dcad28176c0380aed3a206491057b0dadcb2f9d-0-91b8e6a87c049c2c61bbbe0ac656bae3faa8e1a4","9dcad28176c0380aed3a206491057b0dadcb2f9d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","9dcad28176c0380aed3a206491057b0dadcb2f9d-0-29f0a1b0ae37e3f4cc82bdc2fb423d0367f47d75"
"1.2.1) WM019 CSA MK2 MOD 2 Conversion to CSA MK4 - Organic","","","","","7.641","1.705","3.125","2.811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9dcad28176c0380aed3a206491057b0dadcb2f9d-0-9b3a96f84511bd637d7ffefbb777c91692c93a1b","9dcad28176c0380aed3a206491057b0dadcb2f9d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","9dcad28176c0380aed3a206491057b0dadcb2f9d-0-541aa5d1bef37c36a1a9debc3ad1621945023cee"
"2.2.1) Installation Equipment N/R - Organic","","","0.5","","47.091","44.391","0.8","0.8","0.5","0.2","0.2","0.1","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a1f511c681b2c62bd2691e193fe2b4daf6a23545-0-4aeca0951fbe00acbfe74cee9144f9e265b5e8b7","a1f511c681b2c62bd2691e193fe2b4daf6a23545","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","a1f511c681b2c62bd2691e193fe2b4daf6a23545-0-a6ff8d82a415adfbb609a192d14e406f90603159"
"2.2.1) Install Equipment N/R - Organic","","","","","3.05","3.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a1f511c681b2c62bd2691e193fe2b4daf6a23545-0-e6c8e4a6e2e74bc09d2ef462fa0d71a78e328f27","a1f511c681b2c62bd2691e193fe2b4daf6a23545","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","a1f511c681b2c62bd2691e193fe2b4daf6a23545-0-691595930ab05eda506ba634731dd9642cb9e72b"
"1.1.1) SA303 688i TECHNOLOGY INSERTION KITS - NonOrganic","*Note - In FY17 and out, BLI's 2147 and 2181 have been consolidated into BLI 2150.  BLI 2147 reflects the FY16 procurements (costs and quantities) for the associated FY17 installations shown in the BLI 2150 exhibit.","","","","135.582","44.526","45.078","45.978","","","","","","","6","6","6","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a2b7b5fb09bb8fbf936f19648d165727d6211b19-0-28d0dd118f7358d54f7270bfdec5e2c51a42de74","a2b7b5fb09bb8fbf936f19648d165727d6211b19","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","a2b7b5fb09bb8fbf936f19648d165727d6211b19-0-738aa9afeb6c46068e05e832397564596c2e0e93"
