"Title_val","Funding_PriorYear_val","Funding_CurrentYear_val","Funding_BudgetYearOne_val","Funding_BudgetYearOneBase_val","Funding_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Baseline Adjustments","","","-9.623","-9.623","","16ee415028114910535f2f4be529affdb513fb3b-0-6bcf8f9891d92eed11361368c9622287ce93124f","16ee415028114910535f2f4be529affdb513fb3b","root","16ee415028114910535f2f4be529affdb513fb3b-5722c34e37697b4220ca0f8ed540a8a507104587"
"Other Adjustments","-0.018","","","","","16ee415028114910535f2f4be529affdb513fb3b-1-87d1ddf8d007c52fcd1db965f32443e77e445910","16ee415028114910535f2f4be529affdb513fb3b","root","16ee415028114910535f2f4be529affdb513fb3b-5722c34e37697b4220ca0f8ed540a8a507104587"
"Baseline Adjustments","","","-6.788","-6.788","","18295091315aed747bf87f14e5ee659d6e38a88e-0-aec9cef959f1135280a5dbf351ce23acb88869db","18295091315aed747bf87f14e5ee659d6e38a88e","root","18295091315aed747bf87f14e5ee659d6e38a88e-3cfec6853f24c13d990d8cddd8e23fa1bef106db"
"Other Adjustments","-0.009","","","","","18295091315aed747bf87f14e5ee659d6e38a88e-1-5055edc236e569e9a503482ae80394d44e497789","18295091315aed747bf87f14e5ee659d6e38a88e","root","18295091315aed747bf87f14e5ee659d6e38a88e-3cfec6853f24c13d990d8cddd8e23fa1bef106db"
"Other Adjustments","0.000","0.000","0.000","0.000","","186620c1ada9d86681c68a55774aff13927aa2e5-0-951c91321b4cc8e7832e340bd0c9d96dc4dd215a","186620c1ada9d86681c68a55774aff13927aa2e5","root","186620c1ada9d86681c68a55774aff13927aa2e5-5ad247f566fde14d2cec2363694a74e2eb12a8b1"
"Other Adjustment","0.000","0.000","-0.061","-0.061","","1879926d989385df97e9a0ece863263b62982712-0-d049ea5ce2ef1e75dbfabcb9ad9823bc7d35c792","1879926d989385df97e9a0ece863263b62982712","root","1879926d989385df97e9a0ece863263b62982712-d75ae0996af2080348e3be1d86af7203cc536afc"
"Other Adjustments","0.000","0.000","-2.256","-2.256","","1903e40ce7d945bb14f73157d1423ef10aeb61b3-0-77d9f5d4cb85e23116550cc69fa57e00d0dd3809","1903e40ce7d945bb14f73157d1423ef10aeb61b3","root","1903e40ce7d945bb14f73157d1423ef10aeb61b3-ceec506f0c8114c1228ba72eb177aa83c77817b8"
"Other Adjustments","-0.047","0.000","-0.691","-0.691","","1964a3be42c2c1b4f5aed6d0a774e257346f6108-0-b5bc27259ed717d676565a656a3a67a7a3d9362a","1964a3be42c2c1b4f5aed6d0a774e257346f6108","root","1964a3be42c2c1b4f5aed6d0a774e257346f6108-dee27040c34be7d4780af11f13fc2952dc7af72d"
"FY2014 Departmental Fiscal Guidance","-0.025","0.000","-0.615","-0.615","","1a5970c5d0411f82055f79e98f94f063a8b6167f-0-99fe8db258ab6c3671b63012b276cab929957ff4","1a5970c5d0411f82055f79e98f94f063a8b6167f","root","1a5970c5d0411f82055f79e98f94f063a8b6167f-c6dc455bb77841ebb22e86ba8b9382e3b01cb1e8"
"Other Adjustments","0.000","0.000","5.000","5.000","","1a93f41680bfd012f0b4e835e558ab5ce5ee336d-0-d7260617323293043992c1a608f869a5adc2c3a4","1a93f41680bfd012f0b4e835e558ab5ce5ee336d","root","1a93f41680bfd012f0b4e835e558ab5ce5ee336d-b8cd42edbbca93db8bce8fb05b924228edb2818c"
"Other Adjustments","0.000","0.000","-2.052","-2.052","","1afe54ba96387e9f7d53a8a2e9490a36120bf202-0-d265da5352e40534b881359647d86742ceb281f1","1afe54ba96387e9f7d53a8a2e9490a36120bf202","root","1afe54ba96387e9f7d53a8a2e9490a36120bf202-fd3013c7434ecbb601145d4d25cb5802618b908c"
"TotalOtherAdjustments","","","13.322","13.322","","1b878b08648c72fbfae6c41819f318d2355d0100-0-b0b3036db7f84c88b2d618d6054bbbfe4fbed996","1b878b08648c72fbfae6c41819f318d2355d0100","root","1b878b08648c72fbfae6c41819f318d2355d0100-c9baa1911d04ccdba9c7213491e763434e4b6e7b"
"Department Adjustment","","","2.848","2.848","","1bac45f651eccfc35dd9ad4b6d5d1fd952894afd-0-10200a9c525ce1d158a67eb23b3d9ecfd1a369ec","1bac45f651eccfc35dd9ad4b6d5d1fd952894afd","root","1bac45f651eccfc35dd9ad4b6d5d1fd952894afd-4a4a58961cd5d0f66c6b6fba1a9eb829c4375196"
"Adjustments to Budget Years","","","0.348","0.348","","1bd8d92ad16333ca738f6f47ef4c428bf51f313f-0-deca89826546ea13c9e71c76cda3188b53d8790c","1bd8d92ad16333ca738f6f47ef4c428bf51f313f","root","1bd8d92ad16333ca738f6f47ef4c428bf51f313f-e2c4151733f9f74933465be42195d10db7b89435"
"Program Adjustments","0.000","0.000","-0.031","-0.031","","1dbaf37a9e781c9bdaa2346b7c1676934fad52b7-0-21d409740138043ab5d8240dc1a634956dc5f35d","1dbaf37a9e781c9bdaa2346b7c1676934fad52b7","root","1dbaf37a9e781c9bdaa2346b7c1676934fad52b7-3676fe35e94e3479f15e17607e1f6e37c0a2d850"
"Rate/Misc Adjustments","0.000","0.000","-1.200","-1.200","","1dbaf37a9e781c9bdaa2346b7c1676934fad52b7-1-b1cde7529eef8479786b2d9e7eb8080d5347a55a","1dbaf37a9e781c9bdaa2346b7c1676934fad52b7","root","1dbaf37a9e781c9bdaa2346b7c1676934fad52b7-3676fe35e94e3479f15e17607e1f6e37c0a2d850"
"Program Adjustments","0.000","0.000","-3.033","-3.033","","1dd2b620264115eb6f4285da82c0dedde6019fdb-0-7204aba2423b9e6b0052186b3c9d07531f1202f5","1dd2b620264115eb6f4285da82c0dedde6019fdb","root","1dd2b620264115eb6f4285da82c0dedde6019fdb-a12bc480effa16ddca42ac75ef46206f8970f4cf"
"Rate/Misc Adjustments","0.000","0.000","-1.140","-1.140","","1dd2b620264115eb6f4285da82c0dedde6019fdb-1-a28d74d922dad96c5177dd76caa442ded86a6153","1dd2b620264115eb6f4285da82c0dedde6019fdb","root","1dd2b620264115eb6f4285da82c0dedde6019fdb-a12bc480effa16ddca42ac75ef46206f8970f4cf"
"Program Adjustments","0.000","0.000","-75.256","-75.256","","1e10c72b343600fd2c59e0da595663cb7c3daa17-0-5f729ea69943745e5166b786919d82e5783bb8dc","1e10c72b343600fd2c59e0da595663cb7c3daa17","root","1e10c72b343600fd2c59e0da595663cb7c3daa17-93c5814daa29603445617dc0613c883d289af39f"
"Rate/Misc Adjustments","0.000","0.000","-92.657","-92.657","","1e10c72b343600fd2c59e0da595663cb7c3daa17-1-793ecc2ce040fba2ddc38034f8d8994b62837674","1e10c72b343600fd2c59e0da595663cb7c3daa17","root","1e10c72b343600fd2c59e0da595663cb7c3daa17-93c5814daa29603445617dc0613c883d289af39f"
"Other Adjustments","0.000","0.000","0.000","0.000","","1e306e9fadce4a117b94337b3698cd4ecba2c1f0-0-686a9212424b459ac90037bf1e009c118276368b","1e306e9fadce4a117b94337b3698cd4ecba2c1f0","root","1e306e9fadce4a117b94337b3698cd4ecba2c1f0-aa0eea69b63e2e98b3d35f870508f7a68eba1055"
"Other Adjustments","0.000","0.000","0.000","0.000","","1ec71d10c06f6ec98f8d4594da682abf7bf1e146-0-90046d9486da0193597b8966fe4a1fd8e2d0d13e","1ec71d10c06f6ec98f8d4594da682abf7bf1e146","root","1ec71d10c06f6ec98f8d4594da682abf7bf1e146-210a221a4b4ee36c9bd1ba237f3103fa564f0111"
"Other Adjustments","-0.644","0.000","0.000","0.000","","1ed04b39bfa4e27b1eee289682013e312edfab67-0-8480991ebe5baa866dd123d75db35a2fee69d5e8","1ed04b39bfa4e27b1eee289682013e312edfab67","root","1ed04b39bfa4e27b1eee289682013e312edfab67-0cc80d1a118b42b4518e507a9a23086d4cd7775b"
"Other Adjustment","0.000","0.000","20.082","20.082","","1f450f720fac0aaba2da614b9ccac6540ade2f69-0-50b5216a69b16ef6d9e46007976999a459c69220","1f450f720fac0aaba2da614b9ccac6540ade2f69","root","1f450f720fac0aaba2da614b9ccac6540ade2f69-f088b8148f18e84e23cd3b15b04fb6209f38ae7f"
"Adjustments to Budget Years","","","-0.481","-0.481","","1fecc1855cbcfd5967189c03bf37b042fea310ab-0-e6e729955955683cbc4df30228ad7edc69c3ac38","1fecc1855cbcfd5967189c03bf37b042fea310ab","root","1fecc1855cbcfd5967189c03bf37b042fea310ab-af2eded28bf21482853f44a70bf554c112ef243a"
"Reduction","","","-0.145","-0.145","","20ad2fb33f6a68c1ef1738c6948cc92844e9e680-0-6f0a7bcc889b25dce6fe1349f54b8d6414c829e5","20ad2fb33f6a68c1ef1738c6948cc92844e9e680","root","20ad2fb33f6a68c1ef1738c6948cc92844e9e680-5ecd227c663e25a5137c6537ee0ae64eea180df0"
"Other Adjustments 1","","","-2.791","-2.791","","20c698c2d5a184a530d145fa18975b420dd7e2aa-0-a62feb3cc7ebe3a388ff88bf9d482af142221ff8","20c698c2d5a184a530d145fa18975b420dd7e2aa","root","20c698c2d5a184a530d145fa18975b420dd7e2aa-0374b35ae3322909297c27d3bf05c2001857a15c"
"Rate/Misc Adjustments","0.000","0.000","-0.505","-0.505","","2171644786f7cdfba41369d8cae1a90d845f13b9-0-be64ae99f97348358518195843dc536797895654","2171644786f7cdfba41369d8cae1a90d845f13b9","root","2171644786f7cdfba41369d8cae1a90d845f13b9-f648068b164b06dce74348021e19a56760ace0f4"
"Department Adjustment","","","-0.348","-0.348","","219a25e8b40080d2a98c2101d1a65a48aa6bfb1b-0-a21dd5564eebf4483d482b8a76e8a6efae70ff93","219a25e8b40080d2a98c2101d1a65a48aa6bfb1b","root","219a25e8b40080d2a98c2101d1a65a48aa6bfb1b-d53ed1246d34e67bf1bcaf7471bb8225b3be954e"
"Other Program Adjustment","-0.019","","","","","219a25e8b40080d2a98c2101d1a65a48aa6bfb1b-1-d53d9718c5b4c2e70239f2f29ea7c1c19d351be6","219a25e8b40080d2a98c2101d1a65a48aa6bfb1b","root","219a25e8b40080d2a98c2101d1a65a48aa6bfb1b-d53ed1246d34e67bf1bcaf7471bb8225b3be954e"
"Other Adjustments","-0.003","","","","","234f254dea799ef2d7aff69fe5a8d9b3b65a86a0-0-028c503d409bb8208f721de6eec6dba56153d88c","234f254dea799ef2d7aff69fe5a8d9b3b65a86a0","root","234f254dea799ef2d7aff69fe5a8d9b3b65a86a0-da1168beb71e2d5da319748c4c93477f14068475"
"TotalOtherAdjustments","","","-0.534","-0.534","","237876f7a0b49fde3111422b23ba7c44ebfd08b9-0-6b4ab67bbde5b397a4f93d92b805c7ceb2f4e638","237876f7a0b49fde3111422b23ba7c44ebfd08b9","root","237876f7a0b49fde3111422b23ba7c44ebfd08b9-0531d38a472c23c0c00c282fb75f72e871806f73"
"Other Adjustments","0.000","0.000","-5.608","-5.608","","238db683ab4f111a87236fc5191d39e68f065c5b-0-a760bbada9daeb186abff4e5667309fe244b961b","238db683ab4f111a87236fc5191d39e68f065c5b","root","238db683ab4f111a87236fc5191d39e68f065c5b-7192141916112ccb4ceee1aa187ca8c1b87d22ce"
"Other Adjustments 1","","","17.342","17.342","","238f2e3c2433f656b18f4a2a9ad091e3419e1521-0-d43930a8ee158caf2a4e89be85b9ce5358c79519","238f2e3c2433f656b18f4a2a9ad091e3419e1521","root","238f2e3c2433f656b18f4a2a9ad091e3419e1521-a7f0b5d2fe5b3317076648ab527ccbdc8753de53"
"Other Adjustments","0.000","0.000","-18.702","-18.702","","23e719af15935fbc8c27c63bdd99630350f7c56e-0-ea804afdb6473805729fffc88c3e1e4668f06e5b","23e719af15935fbc8c27c63bdd99630350f7c56e","root","23e719af15935fbc8c27c63bdd99630350f7c56e-d863d8edfe4e678e22bc4363471b647850ab322a"
"Other Adjustments","0.000","0.000","0.000","0.000","","2445abb9991bf2c86b4416227a6fcde87e1008d5-0-215f99e28763b861485ba3626b821ce6f85c713f","2445abb9991bf2c86b4416227a6fcde87e1008d5","root","2445abb9991bf2c86b4416227a6fcde87e1008d5-1b97f77a04d2e848e8fd29b5cf005fe07b5f768b"
"Rate/Misc Adjustments","0.000","0.000","-0.001","-0.001","","2482bc5c2c2c87c4dc3b4601e28390635e4f896c-0-7bfcf25b404bd320daee888de5e8238dc234ab65","2482bc5c2c2c87c4dc3b4601e28390635e4f896c","root","2482bc5c2c2c87c4dc3b4601e28390635e4f896c-71170173a93fb0745f4a1d9a9d77975709326332"
"Other Adjustment","0.000","0.000","-0.408","-0.408","","24852f402ffac9722dafa31c47e4a27e22fcab22-0-306fe0678d2f51c6a89b008f24c66e0e586b2ee4","24852f402ffac9722dafa31c47e4a27e22fcab22","root","24852f402ffac9722dafa31c47e4a27e22fcab22-a3535ef84d363cc2a3dd9b0adb3855e8559760ba"
"Other Adjustments","0.000","0.000","0.000","0.000","","248e5ad627c31380a853329c6dde3558cad711ee-0-d9850567b267a1b73d2cbe558cefae7fcc8aefd4","248e5ad627c31380a853329c6dde3558cad711ee","root","248e5ad627c31380a853329c6dde3558cad711ee-81b18a399194dce3e720ed243e99facc9029c3b0"
"Rate/Misc Adjustments","0.000","0.000","28.851","28.851","","2566e845fcb771abb380f6c79ba62e579d82cab0-0-efe8ddecdcbdb46be84ea3e920fc9b0e34e1598b","2566e845fcb771abb380f6c79ba62e579d82cab0","root","2566e845fcb771abb380f6c79ba62e579d82cab0-a350f591e2039f9ba6ab9ee989a3d14187e4d716"
"Adjustments","-0.345","0.000","5.772","5.772","","258b92067b27688930d5898a0b4195c51b88f170-0-62db722b8cbf57e2baeefab2a9bff9f6a1b36302","258b92067b27688930d5898a0b4195c51b88f170","root","258b92067b27688930d5898a0b4195c51b88f170-7faaf1fcb3f0ae4caf878fa80698cd7e9abac09b"
"Program Adjustments","0.000","0.000","0.290","0.290","","25963751a785259f8f9fd7a07d6d9be50a442f9f-0-05b248ff55481b20399e77b10373ef950cf28bf0","25963751a785259f8f9fd7a07d6d9be50a442f9f","root","25963751a785259f8f9fd7a07d6d9be50a442f9f-8bec4a440761cc2fcc329acb66566510998b6b81"
"Rate/Misc Adjustments","0.000","0.000","-0.312","-0.312","","25963751a785259f8f9fd7a07d6d9be50a442f9f-1-e7ea3e3dc04a7254cf9dcca847171bf2f7e3ee5b","25963751a785259f8f9fd7a07d6d9be50a442f9f","root","25963751a785259f8f9fd7a07d6d9be50a442f9f-8bec4a440761cc2fcc329acb66566510998b6b81"
"Program Adjustments","0.000","0.000","8.575","8.575","","2602fbfbdfb553edf0fb3a85e00e352068d07f31-0-4a6bcfdd6392c7daca2c4065c878601b19130dbf","2602fbfbdfb553edf0fb3a85e00e352068d07f31","root","2602fbfbdfb553edf0fb3a85e00e352068d07f31-3ec39894da0e334a8bf87c9fef2220998c797691"
"Rate/Misc Adjustments","0.000","0.000","-1.082","-1.082","","2602fbfbdfb553edf0fb3a85e00e352068d07f31-1-8d019040f70239dadb1329f418c7db54e22a93fd","2602fbfbdfb553edf0fb3a85e00e352068d07f31","root","2602fbfbdfb553edf0fb3a85e00e352068d07f31-3ec39894da0e334a8bf87c9fef2220998c797691"
"Adjustments to Budget Years","","","-0.024","-0.024","","26610c603309ee3f8636fb9b8819ae7a003217aa-0-52e127832f69fa59e8fe0182a4375d1317b3bd69","26610c603309ee3f8636fb9b8819ae7a003217aa","root","26610c603309ee3f8636fb9b8819ae7a003217aa-a82bdf29c6c972051cf23482445c1472af30a08e"
"Other Adjustments 1","-0.006","","","","","26610c603309ee3f8636fb9b8819ae7a003217aa-1-296150377eb6be2f11c2322ddaa3d3d671116484","26610c603309ee3f8636fb9b8819ae7a003217aa","root","26610c603309ee3f8636fb9b8819ae7a003217aa-a82bdf29c6c972051cf23482445c1472af30a08e"
"Efficiency Savings: Realignment of Test Technology Development with Testing Requirements","","","-1.533","-1.533","","267b1de32106c82f2684338904c8ca8da1e973ce-0-5fb2cd5a8a3249d450ceabf20d0f31fec337f008","267b1de32106c82f2684338904c8ca8da1e973ce","root","267b1de32106c82f2684338904c8ca8da1e973ce-40811bc0f0c645a61aa1c72eb51977c9b55b35de"
"FY2014 Departmental Fiscal Guidance","","","-0.098","-0.098","","26b2cea925a3d850385c566b2e3f469531348a01-0-1021fa94746bc7d3943bfbf50b620cee6533010a","26b2cea925a3d850385c566b2e3f469531348a01","root","26b2cea925a3d850385c566b2e3f469531348a01-834e2e83b330ef246f4d19c47d0bf1b34c21d4fb"
"Baseline Adjustments","","","-6.617","-6.617","","274aead3c487524766d399647c24dcb47d861764-0-539acc30daf209f0bb9819be8100fb16c872edff","274aead3c487524766d399647c24dcb47d861764","root","274aead3c487524766d399647c24dcb47d861764-fe6782c71d10e7fd876d337e7fceaa049c62b3fc"
"Other Adjustments","-0.006","","","","","274aead3c487524766d399647c24dcb47d861764-1-86381659daef27f5d92bec4ae7d5c6e3dd2ee630","274aead3c487524766d399647c24dcb47d861764","root","274aead3c487524766d399647c24dcb47d861764-fe6782c71d10e7fd876d337e7fceaa049c62b3fc"
"Other Adjustments","","","-8.225","-8.225","","2816f3efc847263f64a2fc14373f22c422925ff1-0-873f29466d8177d72ab3349bc2be4dcb9ba9ef7d","2816f3efc847263f64a2fc14373f22c422925ff1","root","2816f3efc847263f64a2fc14373f22c422925ff1-502a1164d09eccd96f2c7d40436d1c773bc35852"
"Program Adjustments","0.000","0.000","7.700","7.700","","28a524da1f94c10e0e4a0e6e9d607994e64627d4-0-727fc50e30d41efa319546322a55762bb38aad80","28a524da1f94c10e0e4a0e6e9d607994e64627d4","root","28a524da1f94c10e0e4a0e6e9d607994e64627d4-9f367434f1be2495232fd26d410d61d633ef5266"
"Rate/Misc Adjustments","0.000","0.000","-0.030","-0.030","","28a524da1f94c10e0e4a0e6e9d607994e64627d4-1-9d64734b68e7e7e7eb5ee5c9ac83027899459bbd","28a524da1f94c10e0e4a0e6e9d607994e64627d4","root","28a524da1f94c10e0e4a0e6e9d607994e64627d4-9f367434f1be2495232fd26d410d61d633ef5266"
"Program Adjustment","-0.004","","","","","28cf6e809b6e20728a1eb3e888b61c9830c743e3-0-d0baca1449b3e33ef5da80216559417807e9f163","28cf6e809b6e20728a1eb3e888b61c9830c743e3","root","28cf6e809b6e20728a1eb3e888b61c9830c743e3-73d373521ad94c2af4cddb600eedb4fda51983a4"
"Program Adjustments","0.000","0.000","58.064","58.064","","28d2daaa291d40f49de1f374dd6b8e2f396dc9dd-0-b5f8e1c325412f4f71bdbdd1788233f466c0e6a5","28d2daaa291d40f49de1f374dd6b8e2f396dc9dd","root","28d2daaa291d40f49de1f374dd6b8e2f396dc9dd-7ea8fa279a30ce6db11292b34c3f5443ab763668"
"Rate/Misc Adjustments","0.000","0.000","-0.736","-0.736","","28d2daaa291d40f49de1f374dd6b8e2f396dc9dd-1-7a7c70d9f720d8e2fef7a7df398574c58791c564","28d2daaa291d40f49de1f374dd6b8e2f396dc9dd","root","28d2daaa291d40f49de1f374dd6b8e2f396dc9dd-7ea8fa279a30ce6db11292b34c3f5443ab763668"
"Other Adjustments","0.000","0.000","-3.000","-3.000","","296fa1140cd531889afce123a719eb343ddcdec2-0-b4ab08dffa2f47d506a089e826f7b8b1e938b016","296fa1140cd531889afce123a719eb343ddcdec2","root","296fa1140cd531889afce123a719eb343ddcdec2-16b44ffedb6b65e887dbf3e264389d432d9d452f"
"New Program Element established through Internal realignment","0.000","0.000","1.955","1.955","","2973709a42369203192f2b6631288c08ab791ff7-0-15c21ba48208713f1e6ba1dfe528f0fa90a55396","2973709a42369203192f2b6631288c08ab791ff7","root","2973709a42369203192f2b6631288c08ab791ff7-445ce70523879db885594878ff7b950db7849fe3"
"Baseline Adjustments","","","30.895","30.895","","298f406d31a3b06140fde4bef14ed9e8ab9d3c7a-0-051eabca60454ee54e05c367f01619e0fc4b059e","298f406d31a3b06140fde4bef14ed9e8ab9d3c7a","root","298f406d31a3b06140fde4bef14ed9e8ab9d3c7a-8eb853e7a65f2eec22aa7f09631c183d584177fe"
"Other Adjustment","0.000","0.000","-23.814","-23.814","","29b0a73bd5d98911857ff98de06c75a2d66e7704-0-f9ded17b10da2a3f682f0c3805db19a7dcb87804","29b0a73bd5d98911857ff98de06c75a2d66e7704","root","29b0a73bd5d98911857ff98de06c75a2d66e7704-07541614422da9daa9f4d6c7bcd6dd16eff1fceb"
"Baseline Adjustments","","","11.107","11.107","","29cca2900dc844ce26dc07b75ed1ceed739a4086-0-1f81ff4c3f4bbfc45d75e33095c93a5e71647707","29cca2900dc844ce26dc07b75ed1ceed739a4086","root","29cca2900dc844ce26dc07b75ed1ceed739a4086-f5be4fe92d334474e02747474c7d4c0f955a5883"
"Realignment","","","0.344","0.344","","2a1ef20c85554f452b0c721edee7a595ce74b426-0-dc9e012dc443974066cb2efbfc184e2f01d5ef6a","2a1ef20c85554f452b0c721edee7a595ce74b426","root","2a1ef20c85554f452b0c721edee7a595ce74b426-aa6f966b4c93478f036e5612100429c7505f2932"
"Program Adjustments","0.000","0.000","142.837","142.837","","2ac534c387123d9c58631944e4c23970fe9e11ab-0-bd11e63d9d0e3238b409ab105418de1ff8c626cd","2ac534c387123d9c58631944e4c23970fe9e11ab","root","2ac534c387123d9c58631944e4c23970fe9e11ab-1ad0f9d954dd8551c52c2fa9bb16b884e6564c03"
"Rate/Misc Adjustments","0.000","0.000","-1.087","-1.087","","2ac534c387123d9c58631944e4c23970fe9e11ab-1-495f75aa3472ad85cbf5c74d9b7919ac4bea69ac","2ac534c387123d9c58631944e4c23970fe9e11ab","root","2ac534c387123d9c58631944e4c23970fe9e11ab-1ad0f9d954dd8551c52c2fa9bb16b884e6564c03"
"Adjustments to Budget Years","-3.044","-3.194","","","","2af4e4c4b942d3b960bad0df14686d7f93854297-0-ac84dacdfa8a590557b427050696596887018de4","2af4e4c4b942d3b960bad0df14686d7f93854297","root","2af4e4c4b942d3b960bad0df14686d7f93854297-5f05d2e7ffb27af991afd69a2c43e02a3a790738"
"Other Adjustments 1","3.044","3.194","-0.038","-0.038","","2af4e4c4b942d3b960bad0df14686d7f93854297-1-2afcbdf4dbd6ad245ce8d615a5a05c757185b05a","2af4e4c4b942d3b960bad0df14686d7f93854297","root","2af4e4c4b942d3b960bad0df14686d7f93854297-5f05d2e7ffb27af991afd69a2c43e02a3a790738"
"Other Adjustment","-1.435","","10.594","10.594","","2b17bfbe8780606388fb0070fcad83f6045baa51-0-f86d1871087efdf63d2a3a41629a455e39765e4c","2b17bfbe8780606388fb0070fcad83f6045baa51","root","2b17bfbe8780606388fb0070fcad83f6045baa51-e6ac597760abc7c53eff66a89290112790596568"
"Baseline Adjustments","","","-8.398","-8.398","","2b6b9b1697e77f1961dddc8df7ab1a62c1c7a206-0-d3c766a4f7c863ad7f5172a01df0170019b9700c","2b6b9b1697e77f1961dddc8df7ab1a62c1c7a206","root","2b6b9b1697e77f1961dddc8df7ab1a62c1c7a206-1016dcc11fbd7e79cd5c72c2c192e10577c16bdd"
"Other Adjustments","-0.004","","","","","2b6b9b1697e77f1961dddc8df7ab1a62c1c7a206-1-c6c90ffc3b289d0c6563dc9eb8c7dc7ce97efec2","2b6b9b1697e77f1961dddc8df7ab1a62c1c7a206","root","2b6b9b1697e77f1961dddc8df7ab1a62c1c7a206-1016dcc11fbd7e79cd5c72c2c192e10577c16bdd"
"Other Adjustments","","","-0.745","-0.745","","2b8324a9685c654f6dcb1cd830418b1aae7cf66c-0-a2baaf0b7796bc3808a9a562d423ed14ca14d55a","2b8324a9685c654f6dcb1cd830418b1aae7cf66c","root","2b8324a9685c654f6dcb1cd830418b1aae7cf66c-5bffb584da78b1c03a0e95a3fece6b5cb83f2d55"
"Rate/Misc Adjustments","0.000","0.000","-0.487","-0.487","","2b9d2d5909cbd3f18ce06d0804cb17d8fd0c13d9-0-a96076cfa384c14ae2558bb99449354e0bed4d7e","2b9d2d5909cbd3f18ce06d0804cb17d8fd0c13d9","root","2b9d2d5909cbd3f18ce06d0804cb17d8fd0c13d9-442fc81ee90e1c5e4a1acfa80b961d2a8d1a0596"
"Other Adjustments","","","-1.184","-1.184","","2ba7f8b65caa82e928547ee1477d2a5defbcf864-0-c0e606fe13eef2af76734c5bdb84a98fff0850f5","2ba7f8b65caa82e928547ee1477d2a5defbcf864","root","2ba7f8b65caa82e928547ee1477d2a5defbcf864-de5e54c5fd5830eb305e8f7ee32b0bbaa3997f59"
"Rate/Misc Adjustments","0.000","0.000","-0.269","-0.269","","2bccfe19de3694d347921f3bfceb0c48023a1be3-0-723e034d2f7fc6fd79d55dfc3ad3f8051a1924ed","2bccfe19de3694d347921f3bfceb0c48023a1be3","root","2bccfe19de3694d347921f3bfceb0c48023a1be3-e21118f8c89947c97f2b63db39cbbe5b1f870313"
"Other Adjustments","-8.500","0.000","-3.385","-3.385","","2bde855e9db1df87ff5c50933183b0cea391204e-0-8f3a7e6b67c87b480b4219bc4d0ce24d19de1a0b","2bde855e9db1df87ff5c50933183b0cea391204e","root","2bde855e9db1df87ff5c50933183b0cea391204e-5d4d52427c27b81da2a4e37fe796168af33df213"
"Other Adjustment","0.000","0.000","-47.865","-47.865","","2d1569b8a019e763401434037ad7078cfe1b1d53-0-09ebe1a8a35a3a29de51c10ffec0198eee7e665f","2d1569b8a019e763401434037ad7078cfe1b1d53","root","2d1569b8a019e763401434037ad7078cfe1b1d53-290b434fc2284bb6fcdc88ed96fe4992f9d20f2a"
"Department Adjustment","","","-7.967","-7.967","","2d19dcf715f226318dfbc074c195716b5e090667-0-e3363f4aae43e1eb87594ad43351afbd81b7069e","2d19dcf715f226318dfbc074c195716b5e090667","root","2d19dcf715f226318dfbc074c195716b5e090667-c2b6b6a182a4084b5951f5adbaf9df6d1ff079e9"
"Program Adjustment","-0.005","","","","","2d19dcf715f226318dfbc074c195716b5e090667-1-5e1994a05ac82b20abfcf16c316d989ff9c87ec9","2d19dcf715f226318dfbc074c195716b5e090667","root","2d19dcf715f226318dfbc074c195716b5e090667-c2b6b6a182a4084b5951f5adbaf9df6d1ff079e9"
"Program Adjustments","0.000","0.000","-0.001","-0.001","","2d7a3ad89cae53d245d2b7a04bb7c3e115603ed1-0-56629295be09355dd3196d874921e6a3f5978e0a","2d7a3ad89cae53d245d2b7a04bb7c3e115603ed1","root","2d7a3ad89cae53d245d2b7a04bb7c3e115603ed1-67f73264eaa46f1bc65704f09a952c278ff00b07"
"Rate/Misc Adjustments","0.000","0.000","0.097","0.097","","2d7a3ad89cae53d245d2b7a04bb7c3e115603ed1-1-e63c34fcd9fdc8d21f682cda3889d57db0fc6c0d","2d7a3ad89cae53d245d2b7a04bb7c3e115603ed1","root","2d7a3ad89cae53d245d2b7a04bb7c3e115603ed1-67f73264eaa46f1bc65704f09a952c278ff00b07"
"Program Adjustments","0.000","0.000","-1.538","-1.538","","2dda4a47ba8473318bddc67844caf74fad151bcf-0-02c83a7b23d1fb3bf36271977a1be3fb4db67546","2dda4a47ba8473318bddc67844caf74fad151bcf","root","2dda4a47ba8473318bddc67844caf74fad151bcf-9fde74fbf4c66c5168135c8d3d8aeb7dde5b2110"
"Rate/Misc Adjustments","0.000","0.000","-5.721","-5.721","","2dda4a47ba8473318bddc67844caf74fad151bcf-1-f1088cc898fe4234f2e9f5c61ad962fa51bc4d6c","2dda4a47ba8473318bddc67844caf74fad151bcf","root","2dda4a47ba8473318bddc67844caf74fad151bcf-9fde74fbf4c66c5168135c8d3d8aeb7dde5b2110"
"Other Adjustments","0.000","0.000","0.000","0.000","","2e035202544e75964b17f9d7228b5f9a1376a254-0-732bf6efcf310f5e747d4acc6fe84aeef2636be6","2e035202544e75964b17f9d7228b5f9a1376a254","root","2e035202544e75964b17f9d7228b5f9a1376a254-26fd7ba882cf4c0fd20b6086962592a64718338f"
